,STATE,ZIPCODE,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT,city,address,lat,long,categories,name
25264,RI,2832,2450.0,2450.0,162849.0,2110.0,122224.0,,,,,,
25265,RI,2833,310.0,310.0,17825.0,250.0,12951.0,,,,,,
25266,RI,2835,3060.0,3060.0,428678.0,2260.0,198150.0,,,,,,
25267,RI,2837,1780.0,1780.0,160043.0,1280.0,82499.0,,,,,,
25268,RI,2838,1720.0,1720.0,83853.0,1510.0,67913.0,,,,,,
25269,RI,2839,910.0,910.0,55686.0,830.0,46136.0,,,,,,
25270,RI,2840,11180.0,11180.0,948300.0,9080.0,486801.0,Newport,293 Jt Connell Rd,41.514656,-71.31622,brewery,Newport Storm Brewery
25271,RI,2841,270.0,270.0,7080.0,270.0,6433.0,,,,,,
25272,RI,2842,8580.0,8580.0,606633.0,7020.0,403491.0,Middletown,210 Coddington Hwy,41.51891,-71.30591,brewery,Coddington Brewing Co
25273,RI,2842,8580.0,8580.0,606633.0,7020.0,403491.0,Middletown,307 Oliphant Ln Unit 1 1,,,brewery,Coastal Extreme Brewing Co
25274,RI,2852,12250.0,12250.0,1129157.0,10010.0,708572.0,,,,,,
25275,RI,2857,4560.0,4560.0,355362.0,3770.0,249169.0,,,,,,
25276,RI,2858,290.0,290.0,18989.0,260.0,15507.0,,,,,,
25277,RI,2859,3020.0,3020.0,180453.0,2680.0,147137.0,,,,,,
25278,RI,2860,21560.0,21560.0,818252.0,19550.0,698254.0,Pawtucket,545 Carver St,,,brewery,Bucket Brewery
25279,RI,2861,13890.0,13890.0,640413.0,12170.0,524744.0,,,,,,
25280,RI,2863,8100.0,8100.0,224603.0,7420.0,202463.0,,,,,,
25281,RI,2864,17700.0,17700.0,1389178.0,15210.0,1070876.0,,,,,,
25282,RI,2865,9100.0,9100.0,862360.0,7650.0,568212.0,,,,,,
25283,RI,2871,9160.0,9160.0,857896.0,7400.0,526536.0,,,,,,
25284,RI,2873,160.0,160.0,9266.0,130.0,6307.0,,,,,,
25285,RI,2874,3120.0,3120.0,352220.0,2580.0,230550.0,,,,,,
25286,RI,2875,200.0,200.0,10454.0,170.0,8642.0,,,,,,
25287,RI,2876,740.0,740.0,46404.0,600.0,34522.0,,,,,,
25288,RI,2878,8320.0,8320.0,600270.0,6660.0,417590.0,,,,,,
25289,RI,2879,10890.0,10890.0,934644.0,8520.0,573136.0,Wakefield,350 Columbia St,,,brewery,Whalers Brewing Co
25290,RI,2879,10890.0,10890.0,934644.0,8520.0,573136.0,Wakefield,1174 Kingstown Rd,,,brewery,Whalers Brewing Company
25291,RI,2881,1130.0,1130.0,96171.0,920.0,62310.0,,,,,,
25292,RI,2882,6380.0,6380.0,619757.0,4790.0,320583.0,,,,,,
25293,RI,2885,5480.0,5480.0,337481.0,4560.0,240925.0,,,,,,
25294,RI,2886,15190.0,15190.0,1030652.0,12530.0,737801.0,,,,,,
25295,RI,2888,10820.0,10820.0,635136.0,9120.0,486835.0,,,,,,
25296,RI,2889,14930.0,14930.0,900514.0,12800.0,659454.0,,,,,,
25297,RI,2891,11580.0,11580.0,780492.0,9350.0,515706.0,Westerly,63 Canal St,,,brewery,Grey Sail Brewing of Rhode Island
25298,RI,2892,2670.0,2670.0,216021.0,2280.0,157114.0,West Kingston,141 Fairgrounds Rd,,,brewery,Proclamation Ale Company
25299,RI,2893,15350.0,15350.0,803045.0,13250.0,622077.0,W Warwick,12 Bridge St,,,brewery,Pasc
25300,RI,2894,420.0,420.0,21734.0,370.0,17462.0,,,,,,
25301,RI,2895,18980.0,18980.0,776614.0,17080.0,652084.0,,,,,,
25302,RI,2896,5180.0,5180.0,395876.0,4320.0,299859.0,,,,,,
25303,RI,2898,1060.0,1060.0,70881.0,930.0,54515.0,,,,,,
25304,RI,2903,4030.0,4030.0,374886.0,3470.0,225992.0,Providence,186 Fountain St,41.82249764,-71.41685331,brewery,Trinity Brewhouse
25305,RI,2903,4030.0,4030.0,374886.0,3470.0,225992.0,Providence,95 Chestnut St 3,,,brewery,Revival Brewing Co
25306,RI,2903,4030.0,4030.0,374886.0,3470.0,225992.0,Providence,425 W Fountain St,,,brewery,Long Live Beerworks
25307,RI,2904,14700.0,14700.0,722487.0,12550.0,552958.0,Providence,10 Charles St,,,brewery,Narragansett Brewing Co
25308,RI,2905,11830.0,11830.0,522392.0,10510.0,415741.0,,,,,,
25309,RI,2906,11920.0,11920.0,1494162.0,9870.0,906408.0,,,,,,
25310,RI,2907,13360.0,13360.0,371492.0,12140.0,322518.0,Providence,250 Niantic Ave,,,brewery,Brewers Supply Group
25311,RI,2908,16830.0,16830.0,658195.0,15110.0,547710.0,,,,,,
25312,RI,2909,19170.0,19170.0,582801.0,17530.0,510511.0,,,,,,
25313,RI,2910,11640.0,11640.0,550742.0,10220.0,447798.0,Cranston,530 Wellington Ave,,,brewery,Buttonwoods Craft Brewery
25314,RI,2911,7980.0,7980.0,425187.0,6840.0,328999.0,,,,,,
25315,RI,2914,10830.0,10830.0,481354.0,9260.0,381717.0,,,,,,
25316,RI,2915,8900.0,8900.0,486015.0,7480.0,372533.0,,,,,,
25317,RI,2916,4550.0,4550.0,344865.0,3770.0,235430.0,,,,,,
25318,RI,2917,6140.0,6140.0,453957.0,5120.0,336586.0,,,,,,
25319,RI,2919,15130.0,15130.0,847174.0,12730.0,646044.0,,,,,,
25320,RI,2920,18130.0,18130.0,1019573.0,14910.0,727617.0,Cranston,505 Atwood Ave Luigi Street Entrance Inside Brutopia,41.78978,-71.47168,brewery,Revival Brewing Company
25321,RI,2921,6200.0,6200.0,718878.0,5400.0,439067.0,,,,,,
25322,SC,29001,860.0,860.0,31979.0,720.0,24129.0,Alcolu,"Calle Trinidad Grund, 7",,,brewery,Belgian Special Beers  Het Beste Biertje
25323,SC,29003,2480.0,2480.0,100525.0,2100.0,71860.0,,,,,,
25324,SC,29006,3830.0,3830.0,156474.0,3300.0,119266.0,,,,,,
25325,SC,29009,950.0,950.0,38661.0,800.0,28435.0,,,,,,
25326,SC,29010,4410.0,4410.0,157553.0,3830.0,118339.0,,,,,,
25327,SC,29014,760.0,760.0,32352.0,650.0,25186.0,,,,,,
25328,SC,29015,670.0,670.0,23946.0,580.0,19322.0,Blair,Plaza del siglo,,,brewery,Taberna Volapie plaza del siglo
25329,SC,29016,10460.0,10460.0,827946.0,9010.0,578694.0,,,,,,
25330,SC,29018,1520.0,1520.0,54643.0,1290.0,38395.0,,,,,,
25331,SC,29020,9850.0,9850.0,522722.0,8030.0,343803.0,Camden,1044 Broad St,34.2461,-80.6067,brewery,Broad Street Brew & Cue
25332,SC,29030,790.0,790.0,54494.0,650.0,27191.0,,,,,,
25333,SC,29031,560.0,560.0,17382.0,510.0,14046.0,Carlisle,"Calle Sol, 11",,,brewery,Chopp
25334,SC,29032,1720.0,1720.0,60831.0,1490.0,47899.0,,,,,,
25335,SC,29033,5750.0,5750.0,250799.0,4920.0,191604.0,,,,,,
25336,SC,29036,10980.0,10980.0,1070405.0,8790.0,672275.0,,,,,,
25337,SC,29037,340.0,340.0,14425.0,290.0,10181.0,,,,,,
25338,SC,29038,1060.0,1060.0,46979.0,940.0,36750.0,,,,,,
25339,SC,29039,1570.0,1570.0,54407.0,1370.0,43585.0,,,,,,
25340,SC,29040,3940.0,3940.0,156786.0,3410.0,119937.0,,,,,,
25341,SC,29042,1720.0,1720.0,57332.0,1500.0,42815.0,,,,,,
25342,SC,29044,2300.0,2300.0,86547.0,1910.0,61585.0,,,,,,
25343,SC,29045,11210.0,11210.0,715420.0,9670.0,539917.0,,,,,,
25344,SC,29047,1460.0,1460.0,56489.0,1170.0,39317.0,,,,,,
25345,SC,29048,1910.0,1910.0,71889.0,1570.0,50375.0,,,,,,
25346,SC,29051,370.0,370.0,13589.0,310.0,10220.0,,,,,,
25347,SC,29052,900.0,900.0,28690.0,780.0,21167.0,,,,,,
25348,SC,29053,7500.0,7500.0,270143.0,6620.0,218152.0,,,,,,
25349,SC,29054,4570.0,4570.0,319660.0,3770.0,206465.0,,,,,,
25350,SC,29055,1670.0,1670.0,60702.0,1490.0,46641.0,,,,,,
25351,SC,29056,920.0,920.0,32556.0,780.0,21907.0,,,,,,
25352,SC,29058,1990.0,1990.0,85002.0,1730.0,65279.0,,,,,,
25353,SC,29059,2450.0,2450.0,92141.0,2110.0,68529.0,,,,,,
25354,SC,29061,6470.0,6470.0,261381.0,5560.0,194517.0,,,,,,
25355,SC,29063,17550.0,17550.0,1198274.0,15280.0,892514.0,,,,,,
25356,SC,29065,360.0,360.0,14712.0,320.0,11282.0,,,,,,
25357,SC,29067,3530.0,3530.0,147758.0,2990.0,109747.0,,,,,,
25358,SC,29069,2030.0,2030.0,78425.0,1730.0,60062.0,,,,,,
25359,SC,29070,6740.0,6740.0,342450.0,5610.0,239151.0,,,,,,
25360,SC,29072,26670.0,26670.0,2245000.0,22620.0,1606085.0,,,,,,
25361,SC,29073,20260.0,20260.0,1065320.0,17710.0,797526.0,,,,,,
25362,SC,29074,150.0,150.0,14213.0,100.0,6165.0,,,,,,
25363,SC,29075,1430.0,1430.0,86424.0,1170.0,60713.0,,,,,,
25364,SC,29078,7240.0,7240.0,366258.0,6200.0,271721.0,,,,,,
25365,SC,29079,130.0,130.0,4644.0,110.0,3478.0,,,,,,
25366,SC,29080,1240.0,1240.0,40419.0,1090.0,29680.0,,,,,,
25367,SC,29081,480.0,480.0,20615.0,380.0,13981.0,,,,,,
25368,SC,29082,210.0,210.0,8473.0,170.0,6701.0,,,,,,
25369,SC,29101,1250.0,1250.0,48200.0,1110.0,39678.0,,,,,,
25370,SC,29102,7250.0,7250.0,285474.0,5760.0,189313.0,,,,,,
25371,SC,29104,640.0,640.0,25309.0,560.0,16463.0,,,,,,
25372,SC,29105,640.0,640.0,23290.0,580.0,18862.0,,,,,,
25373,SC,29107,1200.0,1200.0,49713.0,1010.0,35224.0,,,,,,
25374,SC,29108,8360.0,8360.0,340170.0,7290.0,251301.0,,,,,,
25375,SC,29111,580.0,580.0,24757.0,510.0,19396.0,,,,,,
25376,SC,29112,1860.0,1860.0,71126.0,1620.0,55084.0,,,,,,
25377,SC,29113,590.0,590.0,24593.0,530.0,17279.0,,,,,,
25378,SC,29114,790.0,790.0,27385.0,700.0,21798.0,,,,,,
25379,SC,29115,10910.0,10910.0,356836.0,9520.0,267504.0,,,,,,
25380,SC,29118,6640.0,6640.0,362570.0,5650.0,241329.0,,,,,,
25381,SC,29123,2980.0,2980.0,119017.0,2550.0,95244.0,,,,,,
25382,SC,29125,1160.0,1160.0,39778.0,970.0,29149.0,,,,,,
25383,SC,29126,1110.0,1110.0,61436.0,930.0,45186.0,,,,,,
25384,SC,29127,4200.0,4200.0,255136.0,3320.0,164529.0,,,,,,
25385,SC,29128,1970.0,1970.0,70644.0,1750.0,55485.0,,,,,,
25386,SC,29129,1240.0,1240.0,52751.0,1090.0,39610.0,,,,,,
25387,SC,29130,2870.0,2870.0,172678.0,2370.0,109890.0,,,,,,
25388,SC,29133,370.0,370.0,13907.0,310.0,10054.0,,,,,,
25389,SC,29135,3690.0,3690.0,169197.0,3160.0,113036.0,,,,,,
25390,SC,29137,990.0,990.0,40115.0,830.0,30443.0,,,,,,
25391,SC,29138,4150.0,4150.0,162995.0,3610.0,123981.0,,,,,,
25392,SC,29142,2140.0,2140.0,86830.0,1730.0,50551.0,,,,,,
25393,SC,29145,360.0,360.0,14579.0,300.0,10840.0,,,,,,
25394,SC,29146,660.0,660.0,27595.0,570.0,20318.0,,,,,,
25395,SC,29148,2460.0,2460.0,96942.0,1870.0,62112.0,,,,,,
25396,SC,29150,16480.0,16480.0,773432.0,13920.0,511560.0,,,,,,
25397,SC,29152,1020.0,1020.0,36515.0,1010.0,34419.0,,,,,,
25398,SC,29153,6580.0,6580.0,248202.0,5670.0,187100.0,,,,,,
25399,SC,29154,12890.0,12890.0,588498.0,10960.0,433649.0,,,,,,
25400,SC,29160,3390.0,3390.0,148884.0,2880.0,112876.0,,,,,,
25401,SC,29161,4590.0,4590.0,184691.0,3920.0,139443.0,,,,,,
25402,SC,29162,1010.0,1010.0,43331.0,860.0,32312.0,,,,,,
25403,SC,29163,840.0,840.0,26538.0,720.0,18635.0,,,,,,
25404,SC,29164,1830.0,1830.0,83086.0,1510.0,58144.0,,,,,,
25405,SC,29166,350.0,350.0,16154.0,310.0,11687.0,,,,,,
25406,SC,29168,1310.0,1310.0,43617.0,1130.0,32064.0,,,,,,
25407,SC,29169,9930.0,9930.0,511508.0,7930.0,327922.0,,,,,,
25408,SC,29170,10000.0,10000.0,490276.0,8540.0,378528.0,,,,,,
25409,SC,29172,3970.0,3970.0,166129.0,3410.0,126717.0,,,,,,
25410,SC,29175,140.0,140.0,5966.0,120.0,4493.0,,,,,,
25411,SC,29178,1280.0,1280.0,49247.0,1120.0,38899.0,,,,,,
25412,SC,29180,5960.0,5960.0,237621.0,5130.0,173659.0,,,,,,
25413,SC,29201,6330.0,6330.0,332460.0,5720.0,238732.0,Columbia,847 S Stadium Rd,,,brewery,Conquest Brewing Company
25414,SC,29201,6330.0,6330.0,332460.0,5720.0,238732.0,Columbia,947 S Stadium Rd,,,brewery,The Finisher & BA Finisher 2015 Bottle Release
25415,SC,29201,6330.0,6330.0,332460.0,5720.0,238732.0,Columbia,705 Gervais St A,33.9988,-81.0419,brewery,Twisted Spur Brewing LLC
25416,SC,29201,6330.0,6330.0,332460.0,5720.0,238732.0,Columbia,520 Greene St,33.9923,-81.0421,brewery,Coumbia Craft Brewing Co
25417,SC,29201,6330.0,6330.0,332460.0,5720.0,238732.0,Columbia,947 S Stadium Rd 1,33.9731,-81.0217,brewery,Conquest Brewing Co Inc
25418,SC,29201,6330.0,6330.0,332460.0,5720.0,238732.0,Columbia,921 Brookwood Dr,,,brewery,Swamp Cabbage Brewing
25419,SC,29202,660.0,660.0,76220.0,530.0,30102.0,,,,,,
25420,SC,29203,16950.0,16950.0,503767.0,14600.0,378911.0,,,,,,
25421,SC,29204,8080.0,8080.0,438479.0,6700.0,267192.0,,,,,,
25422,SC,29205,10430.0,10430.0,904908.0,8780.0,521111.0,Columbia,717 King St,33.9989,-81.0076,brewery,"Haynes, Cw: Haynes, Cw, Cw"
25423,SC,29206,9150.0,9150.0,968591.0,7310.0,528149.0,,,,,,
25424,SC,29207,130.0,130.0,6217.0,130.0,4939.0,,,,,,
25425,SC,29209,15870.0,15870.0,1010809.0,13490.0,645137.0,,,,,,
25426,SC,29210,16540.0,16540.0,594300.0,14520.0,453671.0,,,,,,
25427,SC,29212,14100.0,14100.0,962999.0,11640.0,628538.0,,,,,,
25428,SC,29223,24170.0,24170.0,1311731.0,20460.0,892306.0,,,,,,
25429,SC,29229,23480.0,23480.0,1316859.0,20900.0,1035065.0,,,,,,
25430,SC,29301,14370.0,14370.0,714700.0,12650.0,521099.0,,,,,,
25431,SC,29302,7430.0,7430.0,661263.0,6160.0,366410.0,,,,,,
25432,SC,29303,8960.0,8960.0,310366.0,8080.0,253453.0,,,,,,
25433,SC,29306,6450.0,6450.0,313593.0,5810.0,221492.0,Spartanburg,197 E Saint John St,,,brewery,Ciclops Cyderi & Brewery
25434,SC,29306,6450.0,6450.0,313593.0,5810.0,221492.0,Spartanburg,197 E Saint John Saint Across From The Chapman Cultural Ctr,34.952434999999994,-81.92953,brewery,Hub City Tap House
25435,SC,29306,6450.0,6450.0,313593.0,5810.0,221492.0,Spartanburg,226 W A Main St,34.948685,-81.93585,brewery,Rj Rockers Brewing Co.
25436,SC,29306,6450.0,6450.0,313593.0,5810.0,221492.0,Spartanburg,226 - A West Main St,,,brewery,RJ Rockers Brewing Co.
25437,SC,29307,8370.0,8370.0,466202.0,6690.0,290012.0,,,,,,
25438,SC,29316,12240.0,12240.0,640869.0,10700.0,504375.0,,,,,,
25439,SC,29320,330.0,330.0,11410.0,310.0,9970.0,,,,,,
25440,SC,29321,1000.0,1000.0,37349.0,880.0,30064.0,,,,,,
25441,SC,29322,3720.0,3720.0,205740.0,3090.0,147815.0,,,,,,
25442,SC,29323,6420.0,6420.0,305254.0,5610.0,239074.0,,,,,,
25443,SC,29325,5550.0,5550.0,224436.0,4770.0,164207.0,,,,,,
25444,SC,29329,140.0,140.0,4310.0,130.0,3925.0,,,,,,
25445,SC,29330,3370.0,3370.0,143665.0,3000.0,115478.0,,,,,,
25446,SC,29332,1070.0,1070.0,50515.0,830.0,31701.0,,,,,,
25447,SC,29333,380.0,380.0,17190.0,330.0,13813.0,,,,,,
25448,SC,29334,6090.0,6090.0,343712.0,5460.0,279227.0,,,,,,
25449,SC,29335,1990.0,1990.0,72241.0,1790.0,60291.0,,,,,,
25450,SC,29340,8140.0,8140.0,318286.0,7200.0,236793.0,,,,,,
25451,SC,29341,8260.0,8260.0,384868.0,7280.0,286493.0,,,,,,
25452,SC,29346,120.0,120.0,4544.0,100.0,3209.0,,,,,,
25453,SC,29349,14030.0,14030.0,782439.0,11890.0,559382.0,Inman,5 Dallas St,,,brewery,Hunters
25454,SC,29351,580.0,580.0,18118.0,510.0,15101.0,,,,,,
25455,SC,29353,1650.0,1650.0,65865.0,1460.0,52808.0,,,,,,
25456,SC,29355,320.0,320.0,14663.0,280.0,10826.0,,,,,,
25457,SC,29356,3780.0,3780.0,263248.0,2920.0,149348.0,,,,,,
25458,SC,29360,8610.0,8610.0,369600.0,7420.0,275476.0,,,,,,
25459,SC,29364,170.0,170.0,4933.0,130.0,3926.0,,,,,,
25460,SC,29365,5380.0,5380.0,276564.0,4630.0,221478.0,,,,,,
25461,SC,29368,260.0,260.0,10572.0,210.0,7743.0,,,,,,
25462,SC,29369,7000.0,7000.0,443392.0,6110.0,336189.0,,,,,,
25463,SC,29370,420.0,420.0,16122.0,370.0,12645.0,,,,,,
25464,SC,29372,1810.0,1810.0,72365.0,1610.0,57988.0,,,,,,
25465,SC,29373,110.0,110.0,4316.0,90.0,3173.0,,,,,,
25466,SC,29374,1540.0,1540.0,91535.0,1300.0,65362.0,,,,,,
25467,SC,29375,210.0,210.0,11071.0,170.0,7401.0,,,,,,
25468,SC,29376,3400.0,3400.0,189807.0,2930.0,136348.0,,,,,,
25469,SC,29377,330.0,330.0,10338.0,300.0,8955.0,,,,,,
25470,SC,29378,410.0,410.0,7748.0,390.0,7334.0,,,,,,
25471,SC,29379,7180.0,7180.0,272535.0,6260.0,207009.0,,,,,,
25472,SC,29384,1600.0,1600.0,71814.0,1310.0,49425.0,,,,,,
25473,SC,29385,3440.0,3440.0,139558.0,3040.0,111942.0,,,,,,
25474,SC,29388,6350.0,6350.0,331985.0,5630.0,250976.0,,,,,,
25475,SC,29401,3970.0,3970.0,1034493.0,2810.0,339556.0,Charleston,161 E Bay Saint (at Queen St),32.77856117,-79.92685676,brewery,Southend Brewery & Smokehouse
25476,SC,29403,9190.0,9190.0,549725.0,8130.0,343224.0,Charleston,289 Huger Street,,,brewery,Palmetto Brewing Company
25477,SC,29403,9190.0,9190.0,549725.0,8130.0,343224.0,Charleston,289 Huger St,32.80125689,-79.94566834,brewery,Palmetto Brewing Company
25478,SC,29404,870.0,870.0,29734.0,870.0,28691.0,,,,,,
25479,SC,29405,11260.0,11260.0,411345.0,9960.0,312415.0,N Charleston,1250 N 2nd St,32.87346452,-79.97203588,brewery,Coast Brewing Company
25480,SC,29405,11260.0,11260.0,411345.0,9960.0,312415.0,N Charleston,4155 C Dorchester Rd,32.85302,-80.00225999999998,brewery,Holy City Brewing
25481,SC,29405,11260.0,11260.0,411345.0,9960.0,312415.0,North Charleston,4155 Dorchester Rd D,,,brewery,Holy City Brewing
25482,SC,29405,11260.0,11260.0,411345.0,9960.0,312415.0,North Charleston,2895 Pringle St,32.8424,-80.0021,brewery,Greenhouse Brewing
25483,SC,29405,11260.0,11260.0,411345.0,9960.0,312415.0,North Charleston,4155 Dorchester Rd,,,brewery,Holy City Brewing
25484,SC,29405,11260.0,11260.0,411345.0,9960.0,312415.0,North Charleston,4155 Dorchester Rd C,32.8539,-80.0023,brewery,Holy City Brewery
25485,SC,29405,11260.0,11260.0,411345.0,9960.0,312415.0,North Charleston,2038 Meeting Street Rd,32.8337,-79.9542,brewery,Lo Fi Brewing
25486,SC,29405,11260.0,11260.0,411345.0,9960.0,312415.0,North Charleston,2895 Pringle St B,32.8424,-80.0021,brewery,Freehouse Brewery
25487,SC,29406,12740.0,12740.0,423266.0,10850.0,331702.0,Charleston,2154 N Center St 207B,32.9377,-80.0421,brewery,Brew Publik SC Inc
25488,SC,29407,18390.0,18390.0,1338055.0,15230.0,749088.0,Charleston,1401 Sam Rittenberg Blvd 1,32.8138,-79.9985,brewery,Frothy Beard Brewing Co LLC
25489,SC,29407,18390.0,18390.0,1338055.0,15230.0,749088.0,Charleston,809 Savannah Hwy,,,brewery,Charles Towne Fermentory
25490,SC,29410,8780.0,8780.0,491227.0,7390.0,373389.0,,,,,,
25491,SC,29412,20000.0,20000.0,1528230.0,16260.0,971356.0,Charleston,1639 Tatum St,,,brewery,Tradesman Brewing
25492,SC,29412,20000.0,20000.0,1528230.0,16260.0,971356.0,Charleston,1006 Folly Rd,32.7303,-79.9681,brewery,Erin Stag Pub
25493,SC,29414,20930.0,20930.0,1332089.0,17900.0,999642.0,,,,,,
25494,SC,29418,11250.0,11250.0,457992.0,9860.0,349539.0,N Charleston,7358 Peppermill Pkwy,32.92374,-80.07661999999998,brewery,Frothy Beard Brewing Company
25495,SC,29418,11250.0,11250.0,457992.0,9860.0,349539.0,North Charleston,3280 Industry Dr,32.9268,-80.0704,brewery,Snafu Brewing Co
25496,SC,29418,11250.0,11250.0,457992.0,9860.0,349539.0,North Charleston,3005 W Montague Ave 110,32.8673,-80.0131,brewery,Rusty Bull Brewery
25497,SC,29418,11250.0,11250.0,457992.0,9860.0,349539.0,North Charleston,7358 Peppermill Pkwy Ste B,,,brewery,Frothy Beard Brewing Company
25498,SC,29420,10570.0,10570.0,553833.0,9270.0,423624.0,,,,,,
25499,SC,29423,410.0,410.0,20588.0,340.0,14414.0,,,,,,
25500,SC,29426,790.0,790.0,28456.0,690.0,23169.0,,,,,,
25501,SC,29429,1840.0,1840.0,155104.0,1480.0,95924.0,,,,,,
25502,SC,29431,2620.0,2620.0,121742.0,2140.0,89547.0,,,,,,
25503,SC,29432,1070.0,1070.0,46222.0,960.0,36076.0,,,,,,
25504,SC,29434,220.0,220.0,8528.0,180.0,6712.0,,,,,,
25505,SC,29435,1690.0,1690.0,69350.0,1400.0,53782.0,,,,,,
25506,SC,29436,1890.0,1890.0,67251.0,1580.0,50698.0,,,,,,
25507,SC,29437,1010.0,1010.0,48748.0,860.0,35741.0,,,,,,
25508,SC,29438,1380.0,1380.0,139097.0,950.0,50400.0,,,,,,
25509,SC,29439,1210.0,1210.0,150387.0,850.0,63100.0,,,,,,
25510,SC,29440,11390.0,11390.0,521815.0,9450.0,327973.0,,,,,,
25511,SC,29445,27530.0,27530.0,1276615.0,23830.0,999621.0,,,,,,
25512,SC,29446,480.0,480.0,19700.0,410.0,13373.0,,,,,,
25513,SC,29448,1010.0,1010.0,45388.0,850.0,32947.0,,,,,,
25514,SC,29449,3820.0,3820.0,228330.0,3130.0,142731.0,,,,,,
25515,SC,29450,1450.0,1450.0,58738.0,1280.0,46422.0,,,,,,
25516,SC,29451,2330.0,2330.0,565740.0,1550.0,249030.0,,,,,,
25517,SC,29452,180.0,180.0,5953.0,160.0,4742.0,,,,,,
25518,SC,29453,530.0,530.0,22170.0,440.0,17160.0,,,,,,
25519,SC,29455,11760.0,11760.0,1303640.0,9330.0,702197.0,Johns Island,2863 Maybank Hwy,32.741527000000005,-80.041872,brewery,Low Tide Brewing
25520,SC,29455,11760.0,11760.0,1303640.0,9330.0,702197.0,Johns Island,1001 Landfall Way,32.5974,-80.1619,brewery,McCann's Seabrook Irish Pub
25521,SC,29456,15020.0,15020.0,648568.0,13290.0,539795.0,,,,,,
25522,SC,29458,1160.0,1160.0,54921.0,930.0,34401.0,,,,,,
25523,SC,29461,16670.0,16670.0,851530.0,14410.0,654672.0,,,,,,
25524,SC,29464,25160.0,25160.0,2945357.0,20140.0,1716825.0,Mt. Pleasant,510 Ridge Rd,,,brewery,Westbrook Brewing Co
25525,SC,29464,25160.0,25160.0,2945357.0,20140.0,1716825.0,Mount Pleasant,1419 Ben Sawyer Blvd,32.7926,-79.8551,brewery,Zoo Pub Inc
25526,SC,29464,25160.0,25160.0,2945357.0,20140.0,1716825.0,Mount Pleasant,547 Long Point Rd #101,,,brewery,Two Blokes Brewing
25527,SC,29466,16890.0,16890.0,1960730.0,13840.0,1308145.0,,,,,,
25528,SC,29468,820.0,820.0,25338.0,690.0,19211.0,,,,,,
25529,SC,29469,390.0,390.0,32482.0,280.0,17813.0,,,,,,
25530,SC,29470,1980.0,1980.0,115206.0,1630.0,78940.0,,,,,,
25531,SC,29471,650.0,650.0,26375.0,550.0,19611.0,,,,,,
25532,SC,29472,3740.0,3740.0,171344.0,3200.0,128347.0,,,,,,
25533,SC,29474,940.0,940.0,37885.0,760.0,28830.0,,,,,,
25534,SC,29475,1030.0,1030.0,40613.0,860.0,30610.0,,,,,,
25535,SC,29477,2710.0,2710.0,122447.0,2270.0,85591.0,,,,,,
25536,SC,29479,2750.0,2750.0,99248.0,2330.0,77571.0,,,,,,
25537,SC,29481,730.0,730.0,24374.0,620.0,18199.0,,,,,,
25538,SC,29482,1030.0,1030.0,361668.0,690.0,114401.0,,,,,,
25539,SC,29483,23660.0,23660.0,1330695.0,20250.0,977737.0,,,,,,
25540,SC,29485,25350.0,25350.0,1465498.0,21750.0,1118485.0,Summerville,975 Bacons Bridge Rd,32.9971,-80.1852,brewery,Palmetto Flats
25541,SC,29487,1290.0,1290.0,92676.0,1000.0,49060.0,,,,,,
25542,SC,29488,9300.0,9300.0,373245.0,7770.0,268881.0,,,,,,
25543,SC,29492,7480.0,7480.0,1214260.0,6300.0,694017.0,,,,,,
25544,SC,29501,19730.0,19730.0,1317815.0,16850.0,914458.0,,,,,,
25545,SC,29505,10760.0,10760.0,584232.0,9100.0,429756.0,,,,,,
25546,SC,29506,7920.0,7920.0,279391.0,6950.0,204115.0,,,,,,
25547,SC,29510,4250.0,4250.0,160219.0,3650.0,125466.0,,,,,,
25548,SC,29511,2310.0,2310.0,108721.0,1960.0,77941.0,,,,,,
25549,SC,29512,6520.0,6520.0,220454.0,5780.0,171142.0,,,,,,
25550,SC,29516,360.0,360.0,14133.0,320.0,10012.0,,,,,,
25551,SC,29518,530.0,530.0,19992.0,450.0,15057.0,,,,,,
25552,SC,29520,5690.0,5690.0,229767.0,4940.0,178809.0,,,,,,
25553,SC,29525,860.0,860.0,27370.0,750.0,20585.0,,,,,,
25554,SC,29526,18930.0,18930.0,840052.0,15090.0,533340.0,,,,,,
25555,SC,29527,10600.0,10600.0,394593.0,8990.0,287301.0,,,,,,
25556,SC,29530,1090.0,1090.0,38708.0,950.0,31157.0,,,,,,
25557,SC,29532,8190.0,8190.0,308110.0,7030.0,226323.0,,,,,,
25558,SC,29536,6530.0,6530.0,225670.0,5740.0,174969.0,,,,,,
25559,SC,29540,2480.0,2480.0,102952.0,2140.0,74745.0,,,,,,
25560,SC,29541,3910.0,3910.0,164047.0,3410.0,128667.0,,,,,,
25561,SC,29543,200.0,200.0,8330.0,170.0,6525.0,,,,,,
25562,SC,29544,2360.0,2360.0,105085.0,2020.0,80682.0,,,,,,
25563,SC,29545,720.0,720.0,23490.0,600.0,18544.0,,,,,,
25564,SC,29546,1050.0,1050.0,32268.0,940.0,25455.0,,,,,,
25565,SC,29547,1070.0,1070.0,37613.0,980.0,31303.0,,,,,,
