,STATE,ZIP Code,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT,Brewery,Address,City,State
29065,UT,84103,11210.0,11210.0,1404378.0,9490.0,798731.0,red rock brewing co - production,443 n 400 w,Salt Lake City,UT
29066,UT,84103,11210.0,11210.0,1404378.0,9490.0,798731.0,toasted barrel brewery,412 w 600 n,salt lake city,UT
29067,UT,84104,10360.0,10360.0,384640.0,9620.0,309038.0,kiitos brewing,608 w 700 s,Salt Lake City,UT
29068,UT,84104,10360.0,10360.0,384640.0,9620.0,309038.0,salt flats brewing,2020 w industrial cir,Salt Lake City,UT
29069,UT,84104,10360.0,10360.0,384640.0,9620.0,309038.0,uinta brewing co,1722 s fremont dr,Salt Lake City,UT
29070,UT,84105,11060.0,11060.0,926473.0,9720.0,668844.0,,,,
29071,UT,84106,16800.0,16800.0,1115858.0,14530.0,803682.0,wasatch brew pub - sugarhouse,2110 s highland dr,Salt Lake City,UT
29072,UT,84107,16590.0,16590.0,867095.0,14470.0,629269.0,,,,
29073,UT,84108,9100.0,9100.0,1293506.0,7360.0,733955.0,,,,
29074,UT,84109,11620.0,11620.0,1205318.0,9450.0,726201.0,,,,
29075,UT,84111,5530.0,5530.0,375902.0,5010.0,230202.0,proper brewing co,857 s main st,Salt Lake City,UT
29076,UT,84112,440.0,440.0,6646.0,410.0,5904.0,,,,
29077,UT,84115,11840.0,11840.0,464350.0,10960.0,399164.0,level crossing brewing company,2496 s west temple,Salt Lake City,UT
29078,UT,84115,11840.0,11840.0,464350.0,10960.0,399164.0,roha brewing project,30 e kensington ave ste 150,Salt Lake City,UT
29079,UT,84115,11840.0,11840.0,464350.0,10960.0,399164.0,saltfire brewing co.,2199 s west temple,Salt Lake City,UT
29080,UT,84115,11840.0,11840.0,464350.0,10960.0,399164.0,shades brewing,154 w utopia ave,Salt Lake City,UT
29081,UT,84115,11840.0,11840.0,464350.0,10960.0,399164.0,utah brewers cooperative,1735 s 300 w,Salt Lake City,UT
29082,UT,84116,14870.0,14870.0,574900.0,13690.0,488440.0,,,,
29083,UT,84117,12350.0,12350.0,1335523.0,9840.0,680944.0,,,,
29084,UT,84118,17740.0,17740.0,740774.0,16520.0,663936.0,,,,
29085,UT,84119,21830.0,21830.0,803353.0,20060.0,697489.0,,,,
29086,UT,84120,22380.0,22380.0,944855.0,20340.0,799376.0,,,,
29087,UT,84121,20080.0,20080.0,2020324.0,16340.0,1171656.0,bohemian brewery and grill,3690 e fort union blvd. suite 204,Salt Lake City,UT
29088,UT,84123,17680.0,17680.0,881385.0,15700.0,699640.0,,,,
29089,UT,84124,10220.0,10220.0,1108752.0,8280.0,654840.0,,,,
29090,UT,84128,13200.0,13200.0,616449.0,12260.0,536850.0,,,,
29091,UT,84301,410.0,410.0,23677.0,350.0,16527.0,,,,
29092,UT,84302,10560.0,10560.0,584065.0,8970.0,420115.0,,,,
29093,UT,84305,310.0,310.0,15459.0,280.0,12775.0,,,,
29094,UT,84306,150.0,150.0,9086.0,130.0,6860.0,,,,
29095,UT,84307,650.0,650.0,33779.0,590.0,24723.0,,,,
29096,UT,84308,110.0,110.0,4543.0,80.0,3538.0,,,,
29097,UT,84309,260.0,260.0,14694.0,220.0,10227.0,,,,
29098,UT,84310,2100.0,2100.0,227679.0,1700.0,121696.0,,,,
29099,UT,84311,300.0,300.0,16352.0,250.0,12725.0,,,,
29100,UT,84312,1580.0,1580.0,78862.0,1390.0,63389.0,,,,
29101,UT,84314,470.0,470.0,27853.0,420.0,21177.0,,,,
29102,UT,84315,3800.0,3800.0,256198.0,3340.0,204311.0,,,,
29103,UT,84317,1090.0,1090.0,114898.0,840.0,70851.0,,,,
29104,UT,84318,1920.0,1920.0,139599.0,1660.0,94073.0,,,,
29105,UT,84319,3290.0,3290.0,170848.0,2950.0,128084.0,,,,
29106,UT,84320,940.0,940.0,50645.0,820.0,36749.0,,,,
29107,UT,84321,17200.0,17200.0,941320.0,15620.0,616826.0,,,,
29108,UT,84324,370.0,370.0,25608.0,300.0,17993.0,,,,
29109,UT,84325,880.0,880.0,67479.0,760.0,42722.0,,,,
29110,UT,84326,850.0,850.0,54622.0,770.0,38588.0,,,,
29111,UT,84327,370.0,370.0,19182.0,320.0,14340.0,,,,
29112,UT,84328,740.0,740.0,55911.0,660.0,33314.0,,,,
29113,UT,84330,170.0,170.0,8381.0,150.0,7024.0,,,,
29114,UT,84331,120.0,120.0,5057.0,110.0,4299.0,,,,
29115,UT,84332,3090.0,3090.0,236995.0,2570.0,151248.0,,,,
29116,UT,84333,1160.0,1160.0,64438.0,1010.0,49799.0,,,,
29117,UT,84334,160.0,160.0,8452.0,140.0,6849.0,,,,
29118,UT,84335,5290.0,5290.0,322628.0,4670.0,233928.0,,,,
29119,UT,84337,4870.0,4870.0,264104.0,4290.0,200624.0,,,,
29120,UT,84338,210.0,210.0,8397.0,190.0,7272.0,,,,
29121,UT,84339,2150.0,2150.0,155889.0,1850.0,107872.0,,,,
29122,UT,84340,1580.0,1580.0,100904.0,1360.0,78318.0,,,,
29123,UT,84341,8800.0,8800.0,534825.0,7680.0,345155.0,,,,
29124,UT,84401,16190.0,16190.0,816943.0,14620.0,644361.0,cerveza zólupez beer co.,"205 w. 29th st., unit #2",Ogden,UT
29125,UT,84401,16190.0,16190.0,816943.0,14620.0,644361.0,roosters brewing co  (#1),253 historic 25th st,Ogden,UT
29126,UT,84403,15920.0,15920.0,1017366.0,13550.0,685979.0,,,,
29127,UT,84404,26210.0,26210.0,1313250.0,23230.0,1032794.0,talisman brewing company,1258 gibson ave,Ogden,UT
29128,UT,84405,14070.0,14070.0,809524.0,11850.0,589727.0,ruby river steak house and brewery,4286 riverdale rd,Ogden,UT
29129,UT,84414,13090.0,13090.0,971265.0,11050.0,661254.0,,,,
29130,UT,84501,5040.0,5040.0,261064.0,4320.0,197107.0,,,,
29131,UT,84511,1550.0,1550.0,75393.0,1340.0,58209.0,,,,
29132,UT,84512,280.0,280.0,12329.0,240.0,8178.0,,,,
29133,UT,84513,580.0,580.0,30387.0,500.0,22617.0,,,,
29134,UT,84518,290.0,290.0,15784.0,240.0,11794.0,,,,
29135,UT,84520,330.0,330.0,12624.0,270.0,9333.0,,,,
29136,UT,84521,240.0,240.0,11780.0,210.0,9950.0,,,,
29137,UT,84522,110.0,110.0,5058.0,80.0,3573.0,,,,
29138,UT,84523,570.0,570.0,29256.0,460.0,22212.0,,,,
29139,UT,84525,450.0,450.0,16109.0,410.0,13203.0,,,,
29140,UT,84526,1540.0,1540.0,78356.0,1270.0,56514.0,pinnacle brewing co/groggs,1653 carbonville rd,Helper,UT
29141,UT,84528,900.0,900.0,44494.0,790.0,35795.0,,,,
29142,UT,84530,160.0,160.0,6666.0,120.0,4737.0,,,,
29143,UT,84531,180.0,180.0,4349.0,160.0,3474.0,,,,
29144,UT,84532,4970.0,4970.0,278864.0,4150.0,165420.0,moab brewery,686 s main st,Moab,UT
29145,UT,84533,100.0,100.0,3497.0,90.0,3307.0,,,,
29146,UT,84534,570.0,570.0,21505.0,530.0,19093.0,,,,
29147,UT,84535,880.0,880.0,46315.0,710.0,32372.0,,,,
29148,UT,84536,410.0,410.0,11452.0,380.0,10092.0,,,,
29149,UT,84537,520.0,520.0,29622.0,450.0,22323.0,,,,
29150,UT,84539,110.0,110.0,4991.0,100.0,3977.0,,,,
29151,UT,84542,650.0,650.0,28734.0,580.0,22782.0,,,,
29152,UT,84601,12700.0,12700.0,510636.0,11810.0,429082.0,,,,
29153,UT,84604,15930.0,15930.0,1169708.0,13570.0,640323.0,,,,
29154,UT,84606,11310.0,11310.0,374599.0,10720.0,309576.0,,,,
29155,UT,84620,440.0,440.0,23626.0,380.0,18446.0,,,,
29156,UT,84621,110.0,110.0,6216.0,100.0,4881.0,,,,
29157,UT,84622,480.0,480.0,21166.0,420.0,17453.0,,,,
29158,UT,84623,120.0,120.0,4741.0,110.0,4081.0,,,,
29159,UT,84624,2150.0,2150.0,118136.0,1900.0,92733.0,,,,
29160,UT,84626,170.0,170.0,9761.0,160.0,6034.0,,,,
29161,UT,84627,1720.0,1720.0,87052.0,1530.0,61786.0,,,,
29162,UT,84628,310.0,310.0,14817.0,270.0,11484.0,,,,
29163,UT,84629,1050.0,1050.0,54982.0,850.0,40311.0,,,,
29164,UT,84630,100.0,100.0,4584.0,80.0,3763.0,,,,
29165,UT,84631,1270.0,1270.0,63049.0,1100.0,45868.0,,,,
29166,UT,84632,450.0,450.0,20362.0,400.0,16407.0,,,,
29167,UT,84633,400.0,400.0,17213.0,370.0,14976.0,,,,
29168,UT,84634,770.0,770.0,40303.0,660.0,30206.0,,,,
29169,UT,84635,320.0,320.0,13421.0,270.0,11404.0,,,,
29170,UT,84636,190.0,190.0,9407.0,140.0,6216.0,,,,
29171,UT,84637,270.0,270.0,11153.0,230.0,8057.0,,,,
29172,UT,84638,110.0,110.0,6469.0,100.0,4897.0,,,,
29173,UT,84639,370.0,370.0,17814.0,310.0,13879.0,,,,
29174,UT,84642,1360.0,1360.0,61861.0,1120.0,46310.0,,,,
29175,UT,84643,240.0,240.0,12815.0,190.0,8556.0,,,,
29176,UT,84645,1100.0,1100.0,60030.0,980.0,46969.0,,,,
29177,UT,84646,680.0,680.0,28581.0,590.0,21839.0,,,,
29178,UT,84647,1500.0,1500.0,72066.0,1210.0,51724.0,,,,
29179,UT,84648,2490.0,2490.0,159168.0,2190.0,107696.0,,,,
29180,UT,84649,310.0,310.0,16931.0,250.0,13268.0,,,,
29181,UT,84651,10210.0,10210.0,600566.0,9130.0,438154.0,,,,
29182,UT,84652,340.0,340.0,17478.0,290.0,13398.0,,,,
29183,UT,84653,3960.0,3960.0,310978.0,3400.0,202657.0,,,,
29184,UT,84654,1040.0,1040.0,59503.0,910.0,38369.0,,,,
29185,UT,84655,4770.0,4770.0,262800.0,4360.0,215559.0,,,,
29186,UT,84656,110.0,110.0,6769.0,90.0,4189.0,,,,
29187,UT,84657,140.0,140.0,5977.0,120.0,4692.0,,,,
29188,UT,84660,15670.0,15670.0,976576.0,14200.0,734188.0,,,,
29189,UT,84662,530.0,530.0,25138.0,410.0,16881.0,,,,
29190,UT,84663,13030.0,13030.0,755291.0,11630.0,570208.0,strap tank brewing co.,569 s 1750 w,Springville,UT
29191,UT,84664,3850.0,3850.0,392091.0,3310.0,215483.0,,,,
29192,UT,84665,150.0,150.0,7712.0,110.0,5362.0,,,,
29193,UT,84667,160.0,160.0,6164.0,120.0,4700.0,,,,
29194,UT,84701,3210.0,3210.0,160545.0,2750.0,114195.0,,,,
29195,UT,84711,350.0,350.0,20534.0,270.0,13476.0,,,,
29196,UT,84713,1590.0,1590.0,78680.0,1330.0,52554.0,,,,
29197,UT,84714,200.0,200.0,6678.0,170.0,5106.0,,,,
29198,UT,84715,190.0,190.0,9886.0,160.0,7140.0,,,,
29199,UT,84716,150.0,150.0,6199.0,120.0,3119.0,,,,
29200,UT,84720,7500.0,7500.0,377953.0,6250.0,251601.0,policy kings brewery llc,223 n. 100 w.,Cedar City,UT
29201,UT,84721,8960.0,8960.0,420306.0,7880.0,310236.0,,,,
29202,UT,84722,260.0,260.0,10536.0,190.0,7010.0,,,,
29203,UT,84723,180.0,180.0,6719.0,120.0,4020.0,,,,
29204,UT,84724,480.0,480.0,19085.0,400.0,13700.0,,,,
29205,UT,84725,700.0,700.0,40391.0,580.0,25813.0,,,,
29206,UT,84726,370.0,370.0,17307.0,310.0,11391.0,,,,
29207,UT,84729,150.0,150.0,6465.0,130.0,4513.0,,,,
29208,UT,84730,250.0,250.0,13751.0,180.0,9050.0,,,,
29209,UT,84735,100.0,100.0,4774.0,50.0,1928.0,,,,
29210,UT,84736,110.0,110.0,3540.0,90.0,2703.0,,,,
29211,UT,84737,7160.0,7160.0,374215.0,5650.0,239514.0,,,,
29212,UT,84738,3400.0,3400.0,228677.0,2450.0,118235.0,,,,
29213,UT,84739,180.0,180.0,6819.0,150.0,5507.0,,,,
29214,UT,84741,2440.0,2440.0,127560.0,1910.0,79207.0,,,,
29215,UT,84742,180.0,180.0,9196.0,130.0,5676.0,,,,
29216,UT,84744,110.0,110.0,4412.0,80.0,2781.0,,,,
29217,UT,84745,1630.0,1630.0,66581.0,1390.0,50596.0,,,,
29218,UT,84746,510.0,510.0,33809.0,370.0,16847.0,,,,
29219,UT,84747,360.0,360.0,14746.0,320.0,10353.0,,,,
29220,UT,84750,160.0,160.0,7003.0,120.0,4285.0,,,,
29221,UT,84751,650.0,650.0,30032.0,560.0,23592.0,,,,
29222,UT,84752,340.0,340.0,16452.0,300.0,12757.0,,,,
29223,UT,84754,1470.0,1470.0,79388.0,1170.0,53820.0,,,,
29224,UT,84756,130.0,130.0,4871.0,100.0,3659.0,,,,
29225,UT,84757,580.0,580.0,37011.0,390.0,17241.0,,,,
29226,UT,84758,230.0,230.0,10425.0,190.0,6672.0,,,,
29227,UT,84759,840.0,840.0,40409.0,670.0,27491.0,,,,
29228,UT,84760,230.0,230.0,11317.0,190.0,7317.0,,,,
29229,UT,84761,1280.0,1280.0,61973.0,1000.0,37832.0,,,,
29230,UT,84762,100.0,100.0,4228.0,50.0,1596.0,,,,
29231,UT,84763,110.0,110.0,6262.0,80.0,2846.0,,,,
29232,UT,84764,140.0,140.0,6792.0,140.0,6176.0,,,,
29233,UT,84765,2780.0,2780.0,216163.0,2250.0,117984.0,,,,
29234,UT,84767,430.0,430.0,29444.0,320.0,13348.0,zion canyon brewing co,95 zion park blvd,Springdale,UT
29235,UT,84770,16990.0,16990.0,908402.0,13510.0,523804.0,,,,
29236,UT,84773,110.0,110.0,6251.0,70.0,2544.0,,,,
29237,UT,84774,650.0,650.0,36611.0,530.0,25191.0,,,,
29238,UT,84775,210.0,210.0,11055.0,130.0,5001.0,,,,
29239,UT,84776,240.0,240.0,11243.0,210.0,8041.0,,,,
29240,UT,84779,260.0,260.0,13029.0,200.0,6988.0,,,,
29241,UT,84780,9560.0,9560.0,636842.0,7550.0,385634.0,,,,
29242,UT,84782,330.0,330.0,18257.0,260.0,11457.0,,,,
29243,UT,84783,390.0,390.0,29172.0,230.0,13561.0,,,,
29244,UT,84784,700.0,700.0,18051.0,620.0,15495.0,,,,
29245,UT,84790,18190.0,18190.0,1267370.0,13570.0,689709.0,silver reef brewing company,4391 s enterprise dr,Saint George,UT
29246,VT,5001,3880.0,3880.0,209347.0,3270.0,153154.0,river roost brewery,230 s main st,White River Junction,VT
29247,VT,5031,230.0,230.0,16440.0,160.0,7427.0,,,,
29248,VT,5032,1180.0,1180.0,65794.0,990.0,44218.0,,,,
29249,VT,5033,1500.0,1500.0,82141.0,1230.0,54248.0,,,,
29250,VT,5034,190.0,190.0,9882.0,170.0,7234.0,,,,
29251,VT,5035,310.0,310.0,13634.0,230.0,10168.0,long trail brewing co,5520 us route 4 jct. route 4 & 100a,Bridgewater Corners,VT
29252,VT,5036,450.0,450.0,31536.0,370.0,18285.0,,,,
29253,VT,5037,440.0,440.0,34789.0,350.0,18613.0,,,,
29254,VT,5038,660.0,660.0,32701.0,520.0,21631.0,brocklebank craft brewing,357 dickerman hill rd,Chelsea,VT
29255,VT,5039,430.0,430.0,21159.0,330.0,13721.0,,,,
29256,VT,5040,310.0,310.0,13588.0,250.0,10943.0,,,,
29257,VT,5041,140.0,140.0,5972.0,120.0,4784.0,,,,
29258,VT,5042,280.0,280.0,13174.0,220.0,8486.0,,,,
29259,VT,5043,440.0,440.0,31136.0,360.0,21003.0,,,,
29260,VT,5045,770.0,770.0,43961.0,620.0,30084.0,,,,
29261,VT,5046,590.0,590.0,27089.0,500.0,20272.0,,,,
29262,VT,5048,1300.0,1300.0,83600.0,1080.0,57014.0,,,,
29263,VT,5051,530.0,530.0,23523.0,400.0,14997.0,,,,
29264,VT,5052,180.0,180.0,9073.0,150.0,7439.0,,,,
29265,VT,5053,180.0,180.0,12453.0,140.0,5936.0,,,,
29266,VT,5055,1820.0,1820.0,246272.0,1450.0,137601.0,the norwich inn - jasper murdock's alehouse,325 main st,Norwich,VT
29267,VT,5056,190.0,190.0,11034.0,150.0,7088.0,,,,
29268,VT,5058,200.0,200.0,11684.0,160.0,6894.0,,,,
29269,VT,5059,820.0,820.0,70262.0,620.0,40470.0,,,,
29270,VT,5060,2340.0,2340.0,123393.0,1910.0,85764.0,bent hill brewery,1972 bent hill rd,Randolph,VT
29271,VT,5061,680.0,680.0,42140.0,570.0,28397.0,,,,
29272,VT,5062,350.0,350.0,19923.0,250.0,13097.0,,,,
29273,VT,5065,600.0,600.0,39581.0,520.0,27061.0,,,,
29274,VT,5067,160.0,160.0,12373.0,120.0,6274.0,,,,
29275,VT,5068,1530.0,1530.0,73995.0,1290.0,54625.0,,,,
29276,VT,5069,320.0,320.0,14758.0,250.0,9583.0,,,,
29277,VT,5070,280.0,280.0,22393.0,200.0,12540.0,,,,
29278,VT,5071,180.0,180.0,19615.0,130.0,5504.0,,,,
29279,VT,5072,220.0,220.0,14694.0,180.0,7645.0,,,,
29280,VT,5075,680.0,680.0,46850.0,530.0,30097.0,,,,
29281,VT,5076,240.0,240.0,10371.0,210.0,8178.0,,,,
29282,VT,5077,550.0,550.0,30548.0,450.0,22023.0,,,,
29283,VT,5079,320.0,320.0,14713.0,230.0,9929.0,,,,
29284,VT,5081,430.0,430.0,18162.0,330.0,13079.0,,,,
29285,VT,5083,130.0,130.0,5231.0,100.0,4083.0,,,,
29286,VT,5084,130.0,130.0,6374.0,120.0,4778.0,,,,
29287,VT,5086,380.0,380.0,16606.0,310.0,12880.0,,,,
29288,VT,5089,2150.0,2150.0,113588.0,1720.0,79152.0,harpoon brewery - vermont,336 ruth carney dr,Windsor,VT
29289,VT,5091,1790.0,1790.0,161219.0,1310.0,77250.0,,,,
29290,VT,5101,1960.0,1960.0,82371.0,1640.0,60170.0,,,,
29291,VT,5142,330.0,330.0,16584.0,260.0,11129.0,,,,
29292,VT,5143,2230.0,2230.0,118480.0,1760.0,79145.0,,,,
29293,VT,5146,280.0,280.0,16204.0,210.0,9350.0,,,,
29294,VT,5148,660.0,660.0,48230.0,510.0,23111.0,,,,
29295,VT,5149,1250.0,1250.0,65378.0,990.0,38005.0,,,,
29296,VT,5150,530.0,530.0,22626.0,420.0,16652.0,,,,
29297,VT,5151,660.0,660.0,36273.0,500.0,23236.0,,,,
29298,VT,5152,210.0,210.0,15748.0,160.0,7945.0,,,,
29299,VT,5153,420.0,420.0,19372.0,340.0,13067.0,,,,
29300,VT,5154,450.0,450.0,23539.0,350.0,15102.0,,,,
29301,VT,5155,580.0,580.0,29139.0,490.0,17706.0,,,,
29302,VT,5156,4130.0,4130.0,197132.0,3350.0,145184.0,trout river brewing co,100 river street rr 5,Springfield,VT
29303,VT,5158,720.0,720.0,30099.0,630.0,22856.0,,,,
29304,VT,5161,320.0,320.0,27658.0,230.0,9627.0,backacre beermakers,124 parker ln,Weston,VT
29305,VT,5201,7230.0,7230.0,327661.0,5960.0,236946.0,harvest brewing,201 south st,Bennington,VT
29306,VT,5201,7230.0,7230.0,327661.0,5960.0,236946.0,"madison brewing co, pub and restaurant",428 main st,Bennington,VT
29307,VT,5201,7230.0,7230.0,327661.0,5960.0,236946.0,"northshire brewery, inc",108 county st,Bennington,VT
29308,VT,5250,1700.0,1700.0,98258.0,1350.0,65706.0,,,,
29309,VT,5251,730.0,730.0,71185.0,490.0,32229.0,,,,
29310,VT,5252,200.0,200.0,8240.0,160.0,6216.0,,,,
29311,VT,5253,310.0,310.0,20125.0,230.0,12666.0,,,,
29312,VT,5254,420.0,420.0,49917.0,280.0,20134.0,,,,
29313,VT,5255,2240.0,2240.0,169310.0,1750.0,86798.0,,,,
29314,VT,5257,1260.0,1260.0,69787.0,1010.0,46752.0,,,,
29315,VT,5260,170.0,170.0,10234.0,140.0,6717.0,,,,
29316,VT,5261,1160.0,1160.0,53174.0,930.0,39008.0,,,,
29317,VT,5262,1210.0,1210.0,72802.0,940.0,49049.0,,,,
29318,VT,5301,7510.0,7510.0,394994.0,6150.0,254445.0,"hermit thrush brewery, llc",29 high st ste 101c,Brattleboro,VT
29319,VT,5301,7510.0,7510.0,394994.0,6150.0,254445.0,mcneills brewery,90 elliot st,Brattleboro,VT
29320,VT,5301,7510.0,7510.0,394994.0,6150.0,254445.0,whetstone craft beers @ whetstone station,36 bridge st,Brattleboro,VT
29321,VT,5340,420.0,420.0,37773.0,330.0,15353.0,,,,
29322,VT,5341,190.0,190.0,10906.0,140.0,6242.0,,,,
29323,VT,5342,350.0,350.0,17586.0,260.0,11630.0,j'ville brewery,201 vt route 112,Jacksonville,VT
29324,VT,5343,430.0,430.0,17066.0,330.0,11718.0,,,,
29325,VT,5345,850.0,850.0,46680.0,700.0,30145.0,,,,
29326,VT,5346,2230.0,2230.0,140649.0,1720.0,81513.0,,,,
29327,VT,5350,350.0,350.0,17388.0,270.0,12848.0,,,,
29328,VT,5352,410.0,410.0,25136.0,350.0,17890.0,,,,
29329,VT,5353,570.0,570.0,28599.0,440.0,17945.0,,,,
29330,VT,5354,1060.0,1060.0,61612.0,900.0,44723.0,,,,
29331,VT,5355,210.0,210.0,8578.0,160.0,5846.0,,,,
29332,VT,5356,740.0,740.0,34007.0,600.0,20569.0,,,,
29333,VT,5358,180.0,180.0,7170.0,120.0,4857.0,,,,
29334,VT,5359,290.0,290.0,14041.0,190.0,7530.0,,,,
29335,VT,5360,210.0,210.0,10111.0,170.0,6334.0,,,,
29336,VT,5361,360.0,360.0,17236.0,280.0,12106.0,,,,
29337,VT,5362,160.0,160.0,11797.0,130.0,6259.0,,,,
29338,VT,5363,1210.0,1210.0,60993.0,970.0,36115.0,,,,
29339,VT,5401,12690.0,12690.0,782805.0,11260.0,522153.0,foam brewers,112 lake st,Burlington,VT
29340,VT,5401,12690.0,12690.0,782805.0,11260.0,522153.0,house of fermentology,777 pine st,Burlington,VT
29341,VT,5401,12690.0,12690.0,782805.0,11260.0,522153.0,"queen city brewery, llc",703 pine st,Burlington,VT
29342,VT,5401,12690.0,12690.0,782805.0,11260.0,522153.0,switchback brewing co,160 flynn ave,Burlington,VT
29343,VT,5401,12690.0,12690.0,782805.0,11260.0,522153.0,vermont pub and brewery,144 college st,Burlington,VT
29344,VT,5401,12690.0,12690.0,782805.0,11260.0,522153.0,zero gravity craft brewery,716 pine st,Burlington,VT
29345,VT,5403,10500.0,10500.0,837563.0,8650.0,568552.0,farnham ale & lager,82 ethan allen dr,South Burlington,VT
29346,VT,5403,10500.0,10500.0,837563.0,8650.0,568552.0,halyard brewing company,80 ethan allen dr ste 2,South Burlington,VT
29347,VT,5403,10500.0,10500.0,837563.0,8650.0,568552.0,magic hat brewing co/ north american breweries,5 bartlett bay rd,South Burlington,VT
29348,VT,5404,4040.0,4040.0,181205.0,3690.0,149078.0,four quarters brewing co,150 w canal st,Winooski,VT
29349,VT,5408,5400.0,5400.0,340728.0,4580.0,242300.0,simple roots brewing co,1127 north ave ste 8,Burlington,VT
29350,VT,5440,980.0,980.0,51163.0,830.0,33203.0,,,,
29351,VT,5441,340.0,340.0,17838.0,290.0,13463.0,,,,
29352,VT,5442,160.0,160.0,7074.0,140.0,6102.0,,,,
29353,VT,5443,3390.0,3390.0,186922.0,2850.0,133073.0,bobcat brewery & cafe,5 main st,Bristol,VT
29354,VT,5443,3390.0,3390.0,186922.0,2850.0,133073.0,hogback mountain brewery,51 north st,Bristol,VT
29355,VT,5444,940.0,940.0,57944.0,840.0,43851.0,,,,
29356,VT,5445,1940.0,1940.0,286912.0,1520.0,142945.0,,,,
29357,VT,5446,8640.0,8640.0,606626.0,7540.0,433131.0,green empire brewing,478 hegeman ave,Colchester,VT
29358,VT,5448,550.0,550.0,32673.0,480.0,23754.0,,,,
29359,VT,5450,2370.0,2370.0,117175.0,2030.0,90063.0,,,,
29360,VT,5452,11290.0,11290.0,810248.0,9680.0,595170.0,1st republic brewing co,39 river rd ste 6,Essex Junction,VT
29361,VT,5454,2500.0,2500.0,171079.0,2210.0,133276.0,,,,
29362,VT,5455,620.0,620.0,37246.0,540.0,29899.0,,,,
29363,VT,5456,660.0,660.0,41925.0,560.0,29795.0,,,,
29364,VT,5457,740.0,740.0,38141.0,640.0,30328.0,,,,
29365,VT,5458,1110.0,1110.0,76675.0,950.0,52322.0,,,,
29366,VT,5459,920.0,920.0,40910.0,790.0,33325.0,,,,
29367,VT,5461,2570.0,2570.0,197344.0,2190.0,138748.0,frost beer works,171 commerce st,Hinesburg,VT
29368,VT,5462,1050.0,1050.0,72375.0,890.0,51835.0,,,,
29369,VT,5463,280.0,280.0,13068.0,220.0,8716.0,,,,
29370,VT,5464,1500.0,1500.0,83246.0,1330.0,62720.0,brewster river pub & brewery,4087 vt route 108 s,Jeffersonville,VT
29371,VT,5465,2920.0,2920.0,246676.0,2480.0,171588.0,,,,
29372,VT,5468,7290.0,7290.0,437345.0,6440.0,344878.0,,,,
29373,VT,5471,410.0,410.0,21802.0,330.0,13662.0,,,,
29374,VT,5472,1020.0,1020.0,63836.0,850.0,44344.0,,,,
29375,VT,5473,740.0,740.0,47161.0,600.0,31485.0,,,,
29376,VT,5474,490.0,490.0,34719.0,390.0,23028.0,,,,
29377,VT,5476,1270.0,1270.0,48672.0,1100.0,39539.0,,,,
29378,VT,5477,2420.0,2420.0,191220.0,2100.0,133372.0,stone corral brewery,83 huntington rd unit 1,Richmond,VT
29379,VT,5478,7700.0,7700.0,424823.0,6620.0,322028.0,14th star brewing,133 n main st ste 7,Saint Albans,VT
29380,VT,5478,7700.0,7700.0,424823.0,6620.0,322028.0,mill river brewing bbq & smokehouse,10 beauregard dr,Saint Albans City,VT
29381,VT,5482,4110.0,4110.0,532852.0,3020.0,254013.0,fiddlehead brewing,6305 shelburne rd,Shelburne,VT
29382,VT,5483,730.0,730.0,37733.0,670.0,31345.0,,,,
29383,VT,5486,970.0,970.0,86389.0,730.0,51119.0,,,,
29384,VT,5487,780.0,780.0,40440.0,670.0,29994.0,,,,
29385,VT,5488,3680.0,3680.0,205018.0,3160.0,152698.0,,,,
29386,VT,5489,1610.0,1610.0,132277.0,1370.0,95831.0,,,,
29387,VT,5491,3200.0,3200.0,180717.0,2680.0,126870.0,hired hand brewing co,35 green st,Vergennes,VT
29388,VT,5492,420.0,420.0,19711.0,340.0,14815.0,,,,
29389,VT,5494,930.0,930.0,69517.0,810.0,50323.0,kickback brewery,934 osgood hill rd,Westford,VT
29390,VT,5495,5730.0,5730.0,510566.0,4760.0,349710.0,burlington beer company,25 omega dr ste 150,Williston,VT
29391,VT,5495,5730.0,5730.0,510566.0,4760.0,349710.0,goodwater brewery,740 marshall ave,Williston,VT
29392,VT,5602,6230.0,6230.0,408909.0,5020.0,261280.0,,,,
29393,VT,5640,100.0,100.0,6148.0,60.0,3252.0,,,,
29394,VT,5641,7990.0,7990.0,444658.0,6720.0,318695.0,foy enterprises llc dba dog river brewery,1400 us route 302 ste 4,Barre,VT
29395,VT,5647,490.0,490.0,22551.0,360.0,14761.0,,,,
29396,VT,5648,240.0,240.0,15462.0,160.0,7537.0,,,,
29397,VT,5649,520.0,520.0,27748.0,440.0,20665.0,,,,
29398,VT,5650,530.0,530.0,29100.0,430.0,21535.0,,,,
29399,VT,5651,850.0,850.0,60525.0,690.0,37295.0,,,,
29400,VT,5652,430.0,430.0,17325.0,380.0,14235.0,,,,
29401,VT,5653,200.0,200.0,7822.0,170.0,6656.0,,,,
29402,VT,5654,630.0,630.0,29520.0,560.0,22905.0,,,,
29403,VT,5655,1440.0,1440.0,79413.0,1180.0,51855.0,ten bends beer,590 e main st,Hyde Park,VT
