,Brewery,Address,City,State,ZIP Code
4478,battle born® beer,100 n arlington ave ste 100,Reno,NV,89501.0
4480,big dog's brewing co,4547 n rancho dr ste a,Las Vegas,NV,89130.0
4481,bjs restaurant & brewery - reno,13999 s virginia st,Reno,NV,89511.0
4482,boulder dam brewing company,453 nevada way,Boulder City,NV,89005.0
4483,brasserie saint james,901 s center st,Reno,NV,89501.0
4484,brasserie saint james - the saint barrelhouse,761 s. virginia st,Reno,NV,89501.0
4487,chicago brewing co - nv,2201 s fort apache rd,Las Vegas,NV,89117.0
4488,crafthaus brewery,7350 eastgate rd ste 110,Henderson,NV,89011.0
4489,ellis island casino and brewery,4178 koval ln,Las Vegas,NV,89109.0
4490,gordon biersch brewery restaurant - las vegas,3987 paradise rd,Las Vegas,NV,89169.0
4491,great basin brewing co,846 victorian ave,Sparks,NV,89431.0
4494,hop nuts brewing,1120 s main st ste 150,Las Vegas,NV,89104.0
4495,imbib custom brews,785 e 2nd st,Reno,NV,89502.0
4496,"joseph james brewing co, inc",155 n gibson rd,Henderson,NV,89014.0
4497,lead dog brewing,415 e 4th st,Reno,NV,89512.0
4499,lovelady brewing company,20 s water st,Henderson,NV,89015.0
4500,matties,2535 mountain city hwy,Elko,NV,89801.0
4502,occidental brewing,865 s rock blvd,Sparks,NV,89431.0
4503,pigeon head brewery,840 e 5th st,Reno,NV,89512.0
4504,pints brewery and sports bar,2100 s casino dr,Laughlin,NV,89029.0
4505,pt's brewing co.,3101 n tenaya way,Las Vegas,NV,89128.0
4506,record street brewing co,9850 copenhagen,Reno,NV,89521.0
4507,revision brewing company,380 s rock blvd,Sparks,NV,89431.0
4508,ruby mountain brewing co,hc 60 box 100,Wells,NV,89835.0
4509,shoe tree brewing co.,1496 old hot springs rd,Carson City,NV,89706.0
4510,silver peak restaurant and brewery,124 wonder st,Reno,NV,89502.0
4511,sin city beer co,3663 las vegas blvd s ste 504 miracle mile shops,Las Vegas,NV,89109.0
4512,stoneyhead brewing llc,5301 longley ln ste 84c,Reno,NV,89511.0
4513,tenaya creek brewery,831 w bonanza rd,Las Vegas,NV,89106.0
4514,the brew brothers/eldorado hotel and casino,345 n virginia st,Reno,NV,89501.0
4515,the brewer's cabinet,475 s arlington ave ste 1c,Reno,NV,89501.0
4516,the depot craft brewery distillery,325 e 4th st,Reno,NV,89512.0
4517,the fox brewpub,310 s carson st,Carson City,NV,89701.0
4518,tonopah brewing co,315 s main st,Tonopah,NV,89049.0
4519,triple 7 restaurant & brewery at main st station,200 n main st main street station casino,Las Vegas,NV,89101.0
4520,two bald guys beverage co,18090 hazelnut dr,Reno,NV,89508.0
4521,virginia city brewery & taphouse,62 north c street,Virginia City,NV,89440.0
4522,1766 brewing company,7  route 25,Plymouth,NH,3264.0
4523,603 brewery,12 liberty dr unit 7,Londonderry,NH,3053.0
4524,able ebenezer brewing company,31 columbia cir,Merrimack,NH,3054.0
4525,aigean ales,250 commercial st ste 2001,Manchester,NH,3101.0
4526,anheuser-busch inc – merrimack,221 daniel webster hwy,Merrimack,NH,3054.0
4527,appalachian mountain brewery - portsmouth,1 redhook way,Portsmouth,NH,3801.0
4528,ashuelot brewing company,101 old county rd,Richmond,NH,3470.0
4529,backyard brewery,1211 s mammoth rd,Manchester,NH,3109.0
4530,bad lab beer co.,460 high st,Somersworth,NH,3878.0
4531,beara brewing co.,2800 lafayette rd,Portsmouth,NH,3801.0
4532,belgian mare brewery,207 gilsum mine rd,Alstead,NH,3602.0
4533,big water brewery,24 robie rd,Salisbury,NH,3268.0
4534,blasty bough brewing company,3 griffin rd,Epsom,NH,3234.0
4535,border brewery/border brew supply,224 n broadway ste d14,Salem,NH,3079.0
4536,branch and blade brewing,17 bradco st,Keene,NH,3431.0
4537,burnt timber brewing,96 lehner st,Wolfeboro,NH,3894.0
4538,candia road brewing / nepenthe ale house,840 candia rd,Manchester,NH,3109.0
4539,canterbury aleworks,305 baptist hill rd,Canterbury,NH,3224.0
4540,chapel and main,83 main st,Dover,NH,3820.0
4541,cisco brewers portsmouth,35 corporate dr,Porstmouth,NH,3801.0
4542,concord craft brewery,117 storrs st,Concord,NH,3301.0
4543,coos brewing company,13 merrill st,Colebrook,NH,3576.0
4544,copper pig brewery,1 middle st,Lancaster,NH,3584.0
4545,"dam brewhouse, llc.",1323 nh route 175,Campton,NH,3223.0
4546,deciduous brewing company,12 weaver st,Newmarket,NH,3857.0
4547,earth eagle brewing,165 high street,Portsmouth,NH,3801.0
4548,elm city brewing company,222 west st ste 46,Keene,NH,3431.0
4549,empty pint brewing company,17 second st,Dover,NH,3820.0
4550,flying goose brewpub,40 andover rd,New London,NH,3257.0
4551,frogg brewing,108 main st,Marlborough,NH,3455.0
4552,from the barrel brewing company,1 corporate park dr unit 16,Derry,NH,3038.0
4553,garrison city beerworks,455 central ave,Dover,NH,3820.0
4554,granite roots brewing,244 n main st,Troy,NH,3465.0
4555,great north aleworks,1050 holt ave unit 14,Manchester,NH,3109.0
4556,great rhythm brewing co.,105 bartlett st ste 6,Portsmouth,NH,3801.0
4557,"henniker brewing company, llc",129 centervale rd,Henniker,NH,3242.0
4558,hobbs tavern & brewing co.,2415 nh route 16,West Ossipee,NH,3890.0
4559,iron furnace brewing,115 main st,Franconia,NH,3580.0
4560,kelsen brewing company,80 n high st unit 3,Derry,NH,3038.0
4561,kettlehead brewing company,407 w main st,Tilton,NH,3276.0
4562,laughing crow beer,7 austin rd,Amherst,NH,3031.0
4564,liars bench beer company,459 islington st ste 4,Portsmouth,NH,3801.0
4565,liquid therapy,14 court st unit b,Nashua,NH,3060.0
4566,lithermans limited brewery,126 hall st ste b,Concord,NH,3301.0
4567,loaded question brewing co.,909 islington st,Portsmouth ,NH,3801.0
4568,long blue cat brewing co,298 rockingham rd,Londonderry,NH,3053.0
4569,martha's exchange restaurant and brewery,185 main st,Nashua,NH,3060.0
4570,millyard brewing,25 e otterson st,Nashua,NH,3060.0
4571,moat mountain smoke house and brewing co,3378 white mountain highway,North Conway,NH,3860.0
4572,"monadnock brewing company, inc",78 cheshire tpke,Langdon,NH,3602.0
4573,moonlight meadery/hidden moon brewing,23 londonderry rd unit 17,Londonderry,NH,3053.0
4574,muddy roads  brewery,213 middleton rd,New Durham,NH,3855.0
4577,oddball brewing,6 glass st,Suncook,NH,3275.0
4578,one love brewery,25 s mountain rd,Lincoln,NH,3251.0
4579,out.haus ales,442 1st nh tpke unit 2,Northwood,NH,3261.0
4580,pipe dream brewing,49 harvey rd unit 4,Londonderry,NH,3053.0
4581,polyculture brewing company,3 camel hump rd,Croydon,NH,3773.0
4582,post and beam brewing,40 grove st,Peterborough,NH,3458.0
4583,rek-lis brewing company,2085 main st,Bethlehem,NH,3574.0
4584,rockingham brewing company,1 corporate park dr unit 1,Derry,NH,3038.0
4585,schilling beer co,18 mill st,Littleton,NH,3561.0
4586,sea dog brewing co,1976 white mountain hwy #9,Conway,NH,3860.0
4587,sea dog brewing company exeter,5 water st,Exeter,NH,3833.0
4588,shackett's brewing company,26 central square,Bristol,NH,3222.0
4589,smuttynose brewing co,105 towle farm rd,Hampton,NH,3842.0
4590,stark brewing company,500 north commercial st,Manchester,NH,3101.0
4591,stoneface brewing co,436 shattuck way ste 6,Newington,NH,3801.0
4594,the brewers of nye hill farm,250 middletown rd,Keene,NH,3431.0
4595,the lone wolfe brewing co.,36 mill st,Wolfeboro,NH,3894.0
4596,the outlaw brewing company,215 scotland rd,Winchester,NH,3470.0
4597,the portsmouth brewery,56 market st,Portsmouth,NH,3801.0
4598,throwback brewery,7 hobbs rd,North Hampton,NH,3862.0
4599,tilton brothers brewing,845 lafayette road unit 6,Hampton,NH,3842.0
4600,to share brewing company,720 union st,Manchester,NH,3104.0
4601,tuckerman brewing co,66 hobbs st po box 1058,Conway,NH,3818.0
4602,white birch brewing,460 amherst st,Nashua,NH,3063.0
4603,white mountain brewing company,50 winter st,Ashland,NH,3217.0
4604,woodman's brewery,195 peaked hill rd,Bristol,NH,3222.0
4605,woodstock inn brewery,135 main st,North Woodstock,NH,3262.0
4606,13th child brewery,345 s main st,Williamstown,NJ,8094.0
4607,2nd act beer,18 n salem st,Dover,NJ,7801.0
4608,7 mile brewery,3156 route 9 south ste 1-2,Rio Grande,NJ,8242.0
4609,angry erik brewing,10 millpond dr unit 8,Lafayette,NJ,7848.0
4611,artisan's brewery & italian grill,1171 hooper ave,Toms River,NJ,8753.0
4612,asbury park brewery,810 sewall ave,Asbury Park,NJ,7712.0
4614,atco brewing llc,302 white horse pike,Atco,NJ,8004.0
4615,avalon brew pub,125 79th st,Avalon,NJ,8202.0
4618,backward flag brewing,699 challenger way ste d5,Forked River,NJ,8731.0
4619,beach haus brewery,801 main st,Belmar,NJ,7719.0
4620,belford brewing company,84 leonardville rd,Belford,NJ,7718.0
4621,berlin brewing company,220 s white horse pike,Berlin,NJ,8009.0
4622,birravino,183 riverside ave,Red Bank,NJ,7701.0
4623,bolero snort brewery,65 railroad ave,Ridgefield Park,NJ,7660.0
4624,bonesaw brewing co.,570 mullica hill road,Glassboro,NJ,8028.0
4625,bradley brew project,714 main st,Bradley Beach,NJ,7720.0
4626,brainy borough brewing,15 station place,Metuchen,NJ,8840.0
4632,brinx jones brewery,613 e landis ave,Vineland,NJ,8360.0
4633,brix city brewing,4 alsan way,Little Ferry,NJ,7643.0
4634,brooks brewery / northside lounge,100 brooks blvd,Manville ,NJ,8835.0
4635,brotherton brewing company,340 forked neck rd,Shamong,NJ,8088.0
4636,buck hill brewery and restaurant,45 route 94,Blairstown,NJ,7825.0
4637,bucket brigade brewery,205 n main st,Cape May Court House,NJ,8210.0
4639,cape may brewing company,409 breakwater rd,Cape May,NJ,8204.0
4640,cape may brewing company - rio grande,409 breakwater road,Cape May,NJ,8204.0
4641,carton brewing co,6 e washington ave,Atlantic Highlands,NJ,7716.0
4642,castle point brewery,200 garden st c/o red bridge homes,Hoboken,NJ,7030.0
4643,climax brewing co,112 valley rd,Roselle Park,NJ,7204.0
4644,coho brewing co,28 indian trail rd ste 103,Cape May Court House,NJ,8210.0
4645,cold spring brewery,733 seashore rd,Cape May,NJ,8204.0
4646,common sense brewing,102 farnsworth ave,Bordentown,NJ,8505.0
4647,conclave brewing,15 minneakoning rd ste 202,Flemington,NJ,8822.0
4648,cricket hill brewing co. inc.,24 kulick rd,Fairfield,NJ,7004.0
4649,cross keys brewing co,1038 n main st,Williamstown,NJ,8094.0
4650,cypress brewing company,30 nixon ln unit e,Edison,NJ,8837.0
4651,czig meister brewing co.,106 valentine st,Hackettstown,NJ,7840.0
4652,dark city brewing company,801 second ave,Asbury Park,NJ,7712.0
4653,death of the fox,119 berkley rd ste b,Clarksboro,NJ,8020.0
4654,demented brewing co.,600 lincoln blvd,Middlesex,NJ,8846.0
4655,departed soles brewing,"150 bay street, commercial side",Jersey City,NJ,7302.0
4656,descendants brewing company,61 bridge st,Milford,NJ,8848.0
4657,devil's creek brewery,1 powell ln,Collingswood,NJ,8108.0
4658,double nickel brewing company,1585 route 73,Pennsauken,NJ,8110.0
4660,eclipse brewing,25 e park ave,Merchantville,NJ,8109.0
4661,egan & sons,118 walnut st,Montclair,NJ,7042.0
4662,eight & sand beer co,1003 n evergreen ave,Woodbury,NJ,8096.0
4663,flounder brewing co,1 ilene ct ste 8 ste 16,Hillsborough,NJ,8844.0
4664,flying fish brewing co,900 kennedy blvd,Somerdale,NJ,8083.0
4665,forgotten boardwalk brewing,1940 olney ave ste 100,Cherry Hill,NJ,8003.0
4666,fort nonsense brewing company,3118 route 10 west,Denville,NJ,7834.0
4668,frye brewing,2257 bridge ave,Point Pleasant Boro,NJ,8742.0
4669,garden state beer company,247 e white horse pike,Galloway,NJ,8205.0
4670,gaslight brewery and restaurant,15 s orange ave,South Orange,NJ,7079.0
4673,glasstown brewing,10 peterson st,Millville,NJ,8332.0
4674,gusto brewing company,3860 bayshore rd,North Cape May,NJ,8204.0
4675,hackensack brewing company,78 johnson ave,Hackensack,NJ,7601.0
4676,harvest moon brewery/cafe,392 george st,New Brunswick,NJ,8901.0
4677,heavy reel brewing,613 boulevard,Seaside Heights,NJ,8751.0
4678,hidden sands brewing company,6754 washington ave. unit b,Egg Harbor Township,NJ,8234.0
4679,"high point brewing co, inc.",22 park pl,Butler,NJ,7405.0
4682,hoboken brewing company,66 harrison st,Hoboken,NJ,7030.0
4683,human village brewing co.,148 s broadway,Pitman,NJ,8071.0
4684,icarus brewing company,1790 swarthmore ave unit 3 lot 2,Lakewood,NJ,8701.0
4685,iron hill brewery & restaurant - maple shade,124 east king's hwy,Maple Shade,NJ,8052.0
4686,iron hill brewery & restaurant - voorhees,13107 town center blvd,Voorhees,NJ,8043.0
4687,j.j. bitting brewing co.,33 main st,Woodbridge,NJ,7095.0
4688,jersey girl brewing company,426 sand shore rd unit 1,Hackettstown,NJ,7840.0
4689,jughandle brewing co llc,4057 asbury ave ste 1,Tinton Falls,NJ,7753.0
4690,kane brewing,1750 bloomsbury ave,Ocean,NJ,7712.0
4691,kelly green brewing co.,154 s broadway # 156,Pitman,NJ,8071.0
4692,king's road brewing company,127 kings highway east,Haddonfield,NJ,8033.0
4695,krogh's restaurant and brewpub,23 white deer plz,Sparta,NJ,7871.0
4696,last wave brewing co,601 bay ave,Point Pleasant Beach,NJ,8742.0
4697,little dog brewing co.,141 steiner ave,Neptune City,NJ,7753.0
4698,lone eagle brewing,44 stangl rd,Flemington,NJ,8822.0
4700,long valley pub and brewery,1 fairmount rd,Long Valley,NJ,7853.0
4701,lower forge brewery,14 s main st,Medford,NJ,8055.0
4702,ludlam island brewery,9 stoney ct unit 3,Ocean View,NJ,8230.0
4703,lunacy brewing company,1500 kings hwy,Haddon Heights,NJ,8035.0
4704,magnify brewing company,1275 bloomfield ave ste 7 unit 40c,Fairfield,NJ,7004.0
4705,man skirt brewing,144 main st,Hackettstown,NJ,7840.0
4706,manafirkin,450 east bay ave ste 2,Manahawkin,NJ,8050.0
4707,montclair brewery,101 walnut st,Montclair,NJ,7042.0
4709,mudhen brewing company,127 w rio grande ave,Wildwood,NJ,8260.0
4710,nale house brewing co,32 n main st,Medford,NJ,8055.0
4711,new jersey beer co,4201 tonnelle ave,North Bergen,NJ,7047.0
4712,oyster creek brewing company,529 route 9 unit 5,Waretown,NJ,8758.0
4713,pinelands brewing,140 7th ave unit 15,Little Egg Harbor Twp,NJ,8087.0
4714,"raritan bay brewing, llc",32 church street,Keansburg,NJ,7734.0
4716,red tank brewing,77 monmouth st,Red Bank,NJ,7701.0
4717,rinn duin brewing,1540 route 37 w,Toms River,NJ,8755.0
4718,river horse brewing company,2 graphics dr,Ewing,NJ,8628.0
4719,screamin hill brewery,83 emleys hill rd,Cream Ridge,NJ,8514.0
4720,ship bottom brewery,"830 n bay ave, store 23",Beach Haven,NJ,8008.0
4722,slack tide brewing company,1072 route 83 unit 3,Cape May Court House,NJ,8210.0
4726,spellbound brewing,10 lippincott ln unit 12,Mount Holly,NJ,8060.0
4727,the alementary,58 voorhis ln,Hackensack,NJ,7601.0
4728,the referend bier blendery,1595 reed rd unit 2,Pennington,NJ,8534.0
4729,the whitechapel projects,15 2nd ave # 17,Long Branch,NJ,7740.0
4730,third state brewing,352 high st,Burlington,NJ,8016.0
4731,three 3's brewery,50 13th st,Hammonton,NJ,8037.0
4732,tomfoolery brewing,334 n washington st unit 24b,Hammonton,NJ,8037.0
4734,tonewood brewing,215 w clinton ave,Oaklyn,NJ,8107.0
4735,trap rock restaurant and brewery,279 springfield ave,Berkeley Heights,NJ,7922.0
4736,triumph brewing co of princeton,138 nassau st ste a,Princeton,NJ,8542.0
4737,troon brewing,130 hopewell rocky hill rd # 5,Hopewell,NJ,8525.0
4738,tuckahoe brewing co,3092 english creek ave,Egg Harbor Township,NJ,8234.0
4739,tun tavern brewery and restaurant,2 convention blvd ste 3,Atlantic City,NJ,8401.0
4740,twin elephant brewing company,13 watchung ave.,Chatham,NJ,7928.0
4741,two ton brewing,730 federal ave,Kenilworth,NJ,7033.0
4742,untied brewing company,140 spring street unit c,New Providence,NJ,7974.0
4743,village idiot brewing company,42 high st,Mount Holly,NJ,8060.0
4744,"vinyl brewing company, llc",300b 12th st,Hammonton,NJ,8037.0
4745,westville brewery,201 broadway,Westville,NJ,8093.0
4746,wet ticket brewing,1435 main st,Rahway,NJ,7065.0
4747,yale terrace brewery,26 eastman st,Cranford,NJ,7016.0
4748,zed's beer/bado brewing,19 n maple ave unit b,Marlton,NJ,8053.0
4749,550 brewing,119 e chuska st,Aztec,NM,87410.0
4750,"abbey brewing company, llc",1305 forest service rd #151,Abiquiu,NM,87510.0
4751,ale republic,28 arroyo seco,Cedar Crest,NM,87008.0
4752,alien brewpub,6601 uptown blvd ne ste b,Albuquerque,NM,87110.0
4753,bathtub row brewing co-op,163 central park sq,Los Alamos,NM,87544.0
4754,bistronomy b2b craft brewery,3118 central ave se,Albuquerque,NM,87106.0
4755,black cock brewery,1719 se main st,Roswell,NM,88201.0
4756,blü dragonfly brewing,301 e 9th st # c,Cimarron,NM,87714.0
4757,blue corn cafe,4056 cerrillos rd ste g,Santa Fe,NM,87507.0
4758,blue heron brewing co. llc,2214 new mexico hwy 68,Embudo,NM,87531.0
4759,boese brothers brewing,601 gold ave sw,Albuquerque,NM,87102.0
4760,bombs away beer company,9801 acoma rd se,Albuquerque,NM,87123.0
4761,bonito valley brewing company,692 calle la placita,Lincoln,NM,88338.0
4762,bosque brewing co,8900 san mateo blvd ne ste i,Albuquerque,NM,87113.0
4763,bosque brewing co - bosque north,834 w. highway 550,Bernalillo,NM,87004.0
4764,bow and arrow brewing co.,608 mcknight ave nw,Albuquerque,NM,87102.0
4765,boxing bear brewing company,10200 corrales rd nw,Albuquerque,NM,87114.0
4767,broken trail brewery & distillery,2921 stanford dr ne,Albuquerque,NM,87107.0
4769,canteen brewhouse,2381 aztec rd ne,Albuquerque,NM,87107.0
4770,cantero brewing company,3351 columbia dr ne,Albuquerque,NM,87107.0
4771,casa vieja llc,4541 corrales rd,Corrales,NM,87048.0
4772,chili line brewing co.,204 n. guadalupe st.,Santa Fe,NM,87501.0
4773,cloudcroft brewing company,1301 burro ave,Cloudcroft,NM,88317.0
4774,colfax ale cellar,215 s 2nd st,Raton,NM,87740.0
4775,comanche creek brewing co,225 comanche creek road,Eagle Nest,NM,87718.0
4776,context brewing company,816 3rd st nw,Albuquerque,NM,87102.0
4777,corrales bistro brewery,4908 corrales rd,Corrales,NM,87048.0
4778,de la vega’s pecan grill and brewery,500 s telshor blvd,Las Cruces,NM,88011.0
4779,desert valley brewing co.,"2809 broadbent pkwy ne, suite d c/o the craftroom",Albuquerque,NM,87107.0
4780,dialogue brewing,1501 1st st nw,Albuquerque,NM,87102.0
4781,drylands brewing,322 n main ave,Lovington,NM,88260.0
4782,elkins brewing company,1901 e santa fe ave,Grants,NM,87020.0
4783,enchanted circle brewing company,20 sage ln.,Angel Fire,NM,87710.0
4784,eskes brew pub,106 des georges pl,Taos,NM,87571.0
4787,guadalupe mountain brewing company,3404 national parks hwy,Carlsbad,NM,88220.0
4788,high and dry brewing,529 adams st ne,Albuquerque,NM,87108.0
4789,high desert brewing co,1201 w hadley ave,Las Cruces,NM,88005.0
4790,honeymoon brewery,907 b west alameda,Santa Fe,NM,87501.0
4791,hops brewery,3507 central ave ne,Albuquerque,NM,87106.0
4792,hopscotch brewing,1 cottonwood rd,Artesia,NM,88210.0
