,Brewery,Address,City,State,ZIP Code
6217,mount hood brewing co,87304 e government camp loop,Government Camp,OR,97028.0
6218,mountain view brewing,161 mountain view pl,Grants Pass,OR,97527.0
6219,mt tabor brewing co,124 se 11th ave,Portland,OR,97214.0
6221,natian brewery,1321 ne couch st,Portland,OR,97232.0
6222,ninkasi brewing co,155 blair blvd,Eugene,OR,97402.0
6223,north forty beer company,435 se jackson st,Roseburg,OR,97470.0
6224,oakshire brewing,1055 madera st,Eugene,OR,97402.0
6225,oblivion brewing co,63027 plateau dr ste 4,Bend,OR,97701.0
6227,ochoco brewing co,380 n main st,Prineville,OR,97754.0
6228,old 99 brewing co,3750 hooker rd ste a,Roseburg,OR,97470.0
6229,old market pub and brewery,6959 sw multnomah blvd,Portland,OR,97223.0
6230,old town brewing,5201 ne m l king blvd,Portland,OR,97211.0
6231,opposition brewing company,545 rossanley dr ste 106,Medford,OR,97501.0
6232,ordnance brewing,405 ne olson rd,Boardman,OR,97818.0
6233,ordnance brewing taproom,9740 sw wilsonville rd ste 200,Wilsonville,OR,97070.0
6234,oregon city brewing company,1401 washington st,Oregon City,OR,97045.0
6235,oregon trail brewery,341 sw 2nd st,Corvallis,OR,97333.0
6236,osmo's alehouse,522 s central ave,Medford,OR,97501.0
6237,pelican brewing company,33180 cape kiwanda dr,Pacific City,OR,97135.0
6238,pelican brewing company - cannon beach,1371 s hemlock st,Cannon Beach,OR,97110.0
6239,pelican brewing company - tillamook,1708 1st st,Tillamook,OR,97141.0
6240,pfriem family brewers,707 portway ave ste 101,Hood River,OR,97031.0
6241,plank town brewing,346 main st,Springfield,OR,97477.0
6242,pono brewing company,5716 se 92nd ave,Portland,OR,97266.0
6243,portal brewing co,100 e 6th st,Medford,OR,97501.0
6244,porter brewing co.,611 ne jackpine ct ste 2,Redmond,OR,97701.0
6245,portland brewing/north american breweries,2730 nw 31st ave,Portland,OR,97210.0
6246,portland u-brew & pub,6237 se milwaukie ave,Portland,OR,97202.0
6247,"prodigal son brewery and pub, the",230 se court ave,Pendleton,OR,97801.0
6248,public coast brewing,264 e 3rd ave,Cannon Beach,OR,97110.0
6249,ram restaurant and brewery - clackamas,9073 se sunnyside rd,Clackamas,OR,97015.0
6250,ram restaurant and brewery - medford,165 rossanley dr,Medford,OR,97501.0
6251,ram restaurant and brewery - salem,515 12th st se,Salem,OR,97301.0
6252,ratchet brewery,2701 22nd st se,Salem,OR,97302.0
6254,reach break brewing,1343 duane st,Astoria,OR,97103.0
6255,ridgewalker brewing,1921 21st ave,Forest Grove,OR,97116.0
6256,riverbend brewing company,2600 ne division st. suite 101,Bend,OR,97703.0
6257,rock bottom brewery - portland,206 sw morrison st,Portland,OR,97204.0
6258,rogue ales brewery,2320 se osu dr,Newport,OR,97365.0
6259,rogue east side pub & pilot brewery,909 se yamhill st,Portland,OR,97214.0
6260,rosenstadt brewery llc,4110 se hawthorne blvd # 735,Portland,OR,97214.0
6261,royale brewing company,55 ne farragut st ste 6,Portland,OR,97211.0
6262,running dogs brewery,291 s 1st st,Saint Helens,OR,97051.0
6263,"ruse brewing, llc.",4784 se 17th ave,Portland,OR,97202.0
6264,rusty truck brewing company,4649 sw highway 101,Lincoln City,OR,97367.0
6265,salem ale works,2315 25th st se,Salem,OR,97302.0
6266,sam bond's brewing co,540 e 8th ave,Eugene,OR,97401.0
6267,santiam brewing co,2544 19th st se,Salem,OR,97302.0
6268,sasquatch brewing co.,2531 nw 30th ave,Portland,OR,97210.0
6269,sasquatch pub,6440 sw capitol hwy.,Portland,OR,97239.0
6270,scout beer,1516 se 10th ave,Portland,OR,97214.0
6271,seaside brewery,851 broadway st,Seaside,OR,97138.0
6272,second profession brewing company,5846 ne sandy blvd,Portland,OR,97213.0
6273,sedition brewing co,208 laughlin st,The Dalles,OR,97058.0
6275,shattered oak brewing,13851 beavercreek rd ste c104,Oregon City,OR,97045.0
6276,side a brewing,1219 washington ave,La Grande,OR,97850.0
6277,silver falls brewery,207 jersey st,Silverton,OR,97381.0
6278,silver moon brewing,24 nw greenwood ave,Bend,OR,97703.0
6280,siuslaw brewing,16558 alsea hwy,Alsea,OR,97324.0
6281,sky high brewing,160 nw jackson ave,Corvallis,OR,97330.0
6282,smith rock brewing,546 nw 7th st,Redmond,OR,97756.0
6283,smockville brewhouse,22793 sw pine st,Sherwood,OR,97140.0
6284,solera brewery,4945 baseline dr,Mount Hood Parkdale,OR,97041.0
6285,solvana brewing,2568 sw orchard ct,Gresham,OR,97080.0
6287,standing stone brewing co,101 oak st,Ashland,OR,97520.0
6288,steens mountain brewing company,353 w monroe st,Burns,OR,97720.0
6289,stickmen brewery,40 n state st,Lake Oswego,OR,97034.0
6290,stickmen brewing company - tualatin beer hall,19475 sw 118th ave ste 1,Tualatin,OR,97062.0
6291,stormbreaker brewing,832 n beech st,Portland,OR,97227.0
6292,stormbreaker brewing st. johns,8409 n lombard st,Portland,OR,97203.0
6293,sunriver brewing,56840 venture ln,Sunriver,OR,97707.0
6295,tandem brewing co,17 se 3rd ave,Ontario,OR,97914.0
6296,terminal gravity brewing co,803 se school st,Enterprise,OR,97828.0
6297,the ale apothecary,30 sw century drive suite 140,Bend,OR,97702.0
6298,the viking braggot company,520 commercial st unit f,Eugene,OR,97402.0
6299,the wheel apizza pub,390 lincoln st ste 101,Eugene,OR,97401.0
6300,three creeks brewing co,721 desperado ct,Sisters,OR,97759.0
6301,three creeks production,265 e. barclay dr.,Sisters,OR,97759.0
6302,three mugs brewing company,2020 ne aloclek dr ste 108,Hillsboro,OR,97124.0
6303,threshold brewing & blending,403 se 79th ave,Portland,OR,97215.0
6304,thunder island brewing,515 nw portage rd,Cascade Locks,OR,97014.0
6305,tiger town brewing company,108 w main st,Mitchell,OR,97750.0
6306,tiny wolf brewing,18435 sw pacific hwy,Tualatin,OR,97062.0
6307,two-shy brewing,1308 nw park st ste 100,Roseburg,OR,97470.0
6308,upright brewing co,240 n broadway ste 2,Portland,OR,97227.0
6309,uptown market brewing,6620 sw scholls ferry rd,Portland,OR,97223.0
6310,vagabond brewing,2195 hyacinth st ne ste 172,Salem,OR,97301.0
6311,vanguard brewing company,27501 sw 95th ave ste 945,Wilsonville,OR,97070.0
6312,vertigo brewing,21420 nw nicholas ct ste d-7,Hillsboro,OR,97124.0
6313,vice brewing company,220 sw h st unit a,Grants Pass,OR,97526.0
6314,von ebert brewing,14021 ne glisan st,Portland,OR,97230.0
6316,walkabout brewing co,921 mason way,Medford,OR,97501.0
6317,waltz brewing,1900 a st,Forest Grove,OR,97116.0
6318,wayfinder beer,304 se 2nd ave,Portland,OR,97214.0
6319,werner brewing company,2807 3rd st,Tillamook,OR,97141.0
6320,west coast grocery company,1403 se stark st,Portland,OR,97214.0
6321,wet dog cafe & brewery,990 astor st,Astoria,OR,97103.0
6322,what'cha brewing,88274 rhododendron dr,Florence,OR,97439.0
6323,wild ride brewing,332 sw 5th st,Redmond,OR,97756.0
6324,wild river brewing and pizza co,249 n redwood hwy,Cave Junction,OR,97523.0
6325,wild river brewing and pizza co - grants pass,595 ne e st,Grants Pass,OR,97526.0
6327,wm roesch brewing company,250 se 3rd st,Pendleton,OR,97801.0
6328,wolf tree brewery,199 n wolkau rd,Seal Rock,OR,97376.0
6329,wolves & people farmhouse brewery,30203 ne benjamin rd,Newberg,OR,97132.0
6330,worthy brewing company,495 ne bellevue dr,Bend,OR,97701.0
6331,xicha brewing co.,"576 patterson street nw, suite 140",Salem,OR,97304.0
6332,yachats brewing,po box 308,Yachats,OR,97498.0
6334,1787 brewing company,43 s fourth st,Hamburg,PA,19526.0
6335,180 and tapped,2010 a state ave,Coraopolis,PA,15108.0
6336,2 dogz and a guy brewing,228 church st,Montrose,PA,18801.0
6337,2nd story brewing company,117 chestnut st frnt,Philadelphia,PA,19106.0
6338,2sp brewing company,120 concord rd,Aston,PA,19014.0
6339,412 brews,706 island ave,Mc Kees Rocks,PA,15136.0
6340,abjuration brewing,644 broadway ave,Mc Kees Rocks,PA,15136.0
6343,aldus brewing company,555 centennial ave,Hanover,PA,17331.0
6344,all saints brewing co,1602 state route 119,Greensburg,PA,15601.0
6345,allegheny city brewing,507 foreland st,Pittsburgh,PA,15212.0
6346,allentown brew works,812 hamilton st,Allentown,PA,18101.0
6348,american honor beer co,700 n pennsylvania ave,Wilkes Barre,PA,18705.0
6349,amruth brewery,232 king st,Pottstown,PA,19464.0
6350,appalachian brewing co - gettysburg battlefield,259 steinwehr ave,Gettysburg,PA,17325.0
6351,appalachian brewing co - gettysburg gateway,70 presidential cir,Gettysburg,PA,17325.0
6352,appalachian brewing co - harrisburg,50 n cameron st,Harrisburg,PA,17101.0
6353,appalachian brewing co - lititz,55 n water st,Lititz,PA,17543.0
6354,appalachian brewing co - mechanicsburg,6462 carlisle pike,Mechanicsburg,PA,17050.0
6357,arundel cellars & brewing co,11727 e main rd,North East,PA,16428.0
6358,aston abbey brewing co,340 turner industrial way,Aston,PA,19014.0
6360,aurochs brewing company,8321 ohio river blvd,Pittsburgh,PA,15202.0
6361,bald birds brewing company,970 rittenhouse road suite 400,Audubon,PA,19403.0
6363,bangor trust brewing,15 broadway,Bangor,PA,18013.0
6364,bar hygge / brewery techne,1720 fairmount ave,Philadelphia,PA,19130.0
6365,barley creek brewing co,1774 sullivan trl,Tannersville,PA,18372.0
6366,battlefield brew works,248 hunterstown rd,Gettysburg,PA,17325.0
6368,beaver brewing co,1820 7th ave,Beaver Falls,PA,15010.0
6369,benny brewing co.,1429 sans souci pkwy,Wilkes Barre,PA,18706.0
6370,bent run brewing co,5607 sr 957,Lander,PA,16345.0
6371,berwick brewing co,328 w front st,Berwick,PA,18603.0
6372,big bottom brewery,6 tristan dr,Dillsburg,PA,17019.0
6374,birthright brewing co.,57 s main st,Nazareth,PA,18064.0
6375,black forest brewery,301 w main st,Ephrata,PA,17522.0
6376,black monk brewery,3723 w 12th st,Erie,PA,16505.0
6378,bloom brew,100 riverside dr,West Newton,PA,15089.0
6379,blue canoe brewery,113 s franklin st,Titusville,PA,16354.0
6381,blueprint brewing co.,1571 gehman rd,Harleysville,PA,19438.0
6382,bluestone brewing company,18 pitney st,Sayre,PA,18840.0
6383,"bog turtle brewery, llc",14 s 3rd st ste 1,Oxford,PA,19363.0
6384,boneshire brew works,7462 derry st,Harrisburg,PA,17111.0
6385,bonn place brewing,310 taylor st,Bethlehem,PA,18015.0
6386,bonsai brew works,1395 e main st,Hegins,PA,17938.0
6387,boom city brewing,317 pine st,Williamsport,PA,17701.0
6388,boxcar brew works,1290 rich hwy,Du Bois,PA,15801.0
6389,bradford brew station,104 chestnut st,Bradford,PA,16701.0
6390,braeloch brewing company,225 birch st,Kennett Square,PA,19348.0
6391,breaker brewing company,787 e northampton st,Wilkes Barre,PA,18702.0
6392,brew 32,1474 state route 208,Pulaski,PA,16143.0
6393,brew gentlemen,512 braddock ave,Braddock,PA,15104.0
6394,"brewerie at union station, the",123 w 14th st,Erie,PA,16501.0
6395,brewery ars,1927-29 w passyunk ave,Philadelphia,PA,19145.0
6401,broken chair brewery,424 east penn ave,West Reading,PA,19611.0
6402,broken goblet brewing,1500 grundy ln bldg 1,Bristol,PA,19007.0
6403,brothers kershner brewing co,4119 w skippack pike,Skippack,PA,19474.0
6404,bubes brewery,102 n market st,Mount Joy,PA,17552.0
6405,bucks county brewery,31 appletree ln,Pipersville,PA,18947.0
6406,bullfrog brewery,229 w 4th st,Williamsport,PA,17701.0
6408,buon appetito ristorante,6147 york rd,Spring Grove,PA,17362.0
6409,burd's nest brewing co,19 n hanover st,Carlisle,PA,17013.0
6410,burgh’ers brewing,22410 perry hwy ste 410e,Zelienople,PA,16063.0
6411,butler brew works,101 s main st,Butler,PA,16001.0
6412,cave brewing co,1407 seidersville rd,Bethlehem,PA,18015.0
6413,cellar works brewing co.,110 s pike rd ste 205,Sarver,PA,16055.0
6414,center square brewing / altland house,1 center sq,Abbottstown,PA,17301.0
6415,chatty monks brewing company,610 penn ave,West Reading,PA,19611.0
6417,chestnut hill brewing co,8229 germantown ave bldg d,Philadelphia,PA,19118.0
6418,church brew works/lawrenceville brewery inc.,3525 liberty ave,Pittsburgh,PA,15201.0
6420,cinderlands beer co.,3705 butler st,Pittsburgh,PA,15201.0
6421,clarion river brewing company,600 main st # 604,Clarion,PA,16214.0
6422,coal country brewing ,625 w high st,Ebensburg,PA,15931.0
6423,coal tipple brewery / kramer farms,1905 steubenville rike,Burgettstown,PA,15021.0
6424,cobblehaus brewing company,1021 5th ave,Coraopolis,PA,15108.0
6425,collusion tap works,105 s howard st,York,PA,17401.0
6426,columbia kettle works,40 n 3rd st,Columbia,PA,17512.0
6427,conny creek brewing co,4323 shearsburg rd,New Kensington,PA,15068.0
6428,conshohocken brewing - bridgeport,3 dekalb st,Bridgeport,PA,19405.0
6429,conshohocken brewing co.,739 e elm st ste b,Conshohocken,PA,19428.0
6430,conyngham brewing company,309 main st,Conyngham,PA,18219.0
6432,costar brewing inc.,919 n saint clair st,Pittsburgh,PA,15206.0
6433,couch brewery,1351 washington blvd,Pittsburgh,PA,15206.0
6434,covered bridge brewhaus taproom,506 n 8th st,Shamokin,PA,17872.0
6435,cox brewing company,276 heisey quarry rd,Elizabethtown,PA,17022.0
6436,cr brewing company,3009 wilmington rd,New Castle,PA,16105.0
6437,crime & punishment brewing company,2711 w girard ave,Philadelphia,PA,19130.0
6438,crooked eye brewery,13 e montgomery ave ste 2,Hatboro,PA,19040.0
6439,crooked tongue brewing,2516 benjamin franklin hwy,Edinburg,PA,16116.0
6440,crowded castle brewing co. inc.,242 bridge st,Phoenixville,PA,19460.0
6441,crystal ball brewing,1612 w king st,York,PA,17404.0
6442,curran brewing co,6230 bloomington rd,Moscow,PA,18444.0
6445,dancing gnome beer,925 main st,Pittsburgh,PA,15215.0
6447,depot saloon,9 s race st,Greenville,PA,16125.0
6448,desperate times brewing co,1201 carlisle springs rd,Carlisle,PA,17013.0
6449,devout brewing,1301 pontiac ct suite 101,Export,PA,15632.0
6450,dock street brewery,701 s 50th st fl 1,Philadelphia,PA,19143.0
6452,doylestown brewing co,603 airport blvd,Doylestown,PA,18902.0
6453,duquesne brewing of pittsburgh,932 w north ave,Pittsburgh,PA,15233.0
6454,earth bread + brewery,7136 germantown ave,Philadelphia,PA,19119.0
6455,east branch brewing company,202 e lancaster ave,Downingtown,PA,19335.0
6456,east end brewing co,147 julius st,Pittsburgh,PA,15206.0
6457,eclipse craft brewing,249 market st.,Sunbury,PA,17801.0
6458,eleventh hour brewing co,3711 charlotte st,Pittsburgh,PA,15201.0
6459,elk creek cafe + aleworks,100 w main st,Millheim,PA,16854.0
6460,endless brewing,20610 pa-29,Montrose,PA,18801.0
6461,enix brewing,337 e 8th ave,Homestead,PA,15120.0
6462,erie ale works,416 w 12th st,Erie,PA,16501.0
6463,erie brewing co,6008 knowledge pkwy # a,Erie,PA,16510.0
6465,ever grain brewing co,4444 carlisle pike ste c,Camp Hill,PA,17011.0
6466,evil genius beer co,1727 n front st,Philadelphia,PA,19122.0
6468,fermentery form,161 cecil b moore ave,Philadelphia,PA,19122.0
6469,fetish brewing co,325 ice ave,Lancaster,PA,17602.0
6470,fishtown brewing co,1101 frankford ave,Philadelphia,PA,19125.0
6471,five mountain brewing co,156 state route 239,Shickshinny,PA,18655.0
6472,forest & main brewery and pub,61 n main st,Ambler,PA,19002.0
6473,four points brewing,400 washington ave,Charleroi,PA,15022.0
6474,four seasons brewing co,745 lloyd ave ext,Latrobe,PA,15650.0
6476,free will brewing company,410 e walnut st ste 10,Perkasie,PA,18944.0
6477,full pint brewing company,1963 lincoln hwy,North Versailles,PA,15137.0
6478,funk brewing,28 s market st,Elizabethtown,PA,17022.0
6479,funk brewing company,19 s 6th st,Emmaus,PA,18049.0
6480,fury brewing company,13380 us-30,Irwin,PA,15642.0
6481,gearhouse brewing company,253 grant st,Chambersburg,PA,17201.0
6482,geronimo brewing inc,1 west court steet,Doylestown,PA,18901.0
6483,gift horse brewing company,117 n george st,York,PA,17401.0
6484,golden avalanche brewing co,272 w main st,Kutztown,PA,19530.0
6485,goose island philadelphia,1002 canal st,Philadelphia,PA,19123.0
6487,great barn brewery,12 w mechanic st,New Hope,PA,18938.0
6489,grist house craft brewery,10 sherman st,Pittsburgh,PA,15209.0
6490,gunpowder falls brewing co,15556 elm dr,New Freedom,PA,17349.0
6491,happy valley brewing company,137 elmwood st,State College,PA,16801.0
6493,harty brewing company,146 walden way,Mechanicsburg,PA,17050.0
6494,helicon brewing,102 union ave,Oakdale,PA,15071.0
6495,helltown brewing,5578 old william penn hwy,Export,PA,15632.0
6498,here and now brewing co,645 main st,Honesdale,PA,18431.0
6499,hidden river brewing co,1808 w schuylkill rd,Douglassville,PA,19518.0
6500,highway manor brewing co,2238 gettysburg rd,Camp Hill,PA,17011.0
6501,hijinx brewing co,905 harrison st,Allentown,PA,18103.0
6502,hitchhiker brewing co.,230 15th st,Sharpsburg,PA,15215.0
6503,hofbrauhaus pittsburgh,2705 s water st,Pittsburgh,PA,15203.0
6504,hollow earth brewing co,19 n 3rd st,Oxford,PA,19363.0
6505,hop asylum,138 s market st,Pulaski,PA,16143.0
6506,hop farm brewing co,5601 butler st,Pittsburgh,PA,15201.0
6507,hop hill brewing company,1988 blair ave,Bethlehem,PA,18015.0
6509,howling henry's brewery,119 n duke st,Hummelstown,PA,17036.0
6510,imprint beer company,1500 industry rd ste o,Hatfield,PA,19440.0
6511,insurrection aleworks,1635 e railroad st,Heidelberg,PA,15106.0
6512,intercourse brewing co,4166 ironbridge dr,Collegeville,PA,19426.0
6514,iron hart ,49 n church st,Carbondale,PA,18407.0
6515,iron hill brewery & restaurant,101 w chocolate ave,Hershey,PA,17033.0
6516,iron hill brewery & restaurant - chestnut hill,8400 germantown ave,Philadelphia,PA,19118.0
6517,iron hill brewery & restaurant - huntingdon valley,785 huntingdon pike,Huntingdon Valley,PA,19006.0
6518,iron hill brewery & restaurant - lancaster,781 harrisburg pike,Lancaster,PA,17603.0
6519,iron hill brewery & restaurant - media,30 e state street,Media,PA,19063.0
6520,iron hill brewery & restaurant - north wales,1460 bethlehem pike,North Wales,PA,19454.0
6521,iron hill brewery & restaurant - phoenixville,130 bridge st,Phoenixville,PA,19460.0
6522,iron hill brewery & restaurant - west chester,3 west gay st,West Chester,PA,19380.0
6523,iron hill brewery & restaurant (ardmore),60 greenfield ave,Ardmore,PA,19003.0
6524,irving cliff brewery,2 chapel st,Honesdale,PA,18431.0
6525,isle of que brewing company,6 university ave,Selinsgrove,PA,17870.0
6526,jam room brewing co,875 main st,Newfoundland,PA,18445.0
6527,jigsy's brewpub & restaurant,225 n enola rd,Enola,PA,17025.0
6528,joboy's brew pub,27 e main st,Lititz,PA,17543.0
6529,jones brewing co,254 second street,Smithton,PA,15479.0
6530,kegg brewing company,117 faust ln,Champion,PA,15622.0
6531,kennett brewing company,109 s broad st ste 2,Kennett Square,PA,19348.0
6533,koehler brewing co,231 park st,Grove City,PA,16127.0
6534,la cabra brewing,642 lancaster ave,Berwyn,PA,19312.0
6535,lancaster brewing co,302 n plum st # 304,Lancaster,PA,17602.0
6536,last minute brewing,320 wemberly hill rd,Scott Township ,PA,18447.0
6537,laurel highlands brewing,21 enamel st,Uniontown,PA,15401.0
6538,lavery brewing co,128 w 12th st,Erie,PA,16501.0
6539,leaning cask brewing co,850 pittsburgh st,Springdale,PA,15144.0
6541,levante brewing company,208 carter dr ste 2,West Chester,PA,19382.0
6542,levity brewing co,1380 wayne ave ste a,Indiana,PA,15701.0
6545,links brewing company,519 east general robinson street ground floor,Pittsburgh,PA,15212.0
6547,liquid hero brewery,50 e north st,York,PA,17401.0
6549,locust lane craft brewery,50 three tun rd ste 4,Malvern,PA,19355.0
6550,log tavern brewing,309 e harford st bldg 2,Milford,PA,18337.0
6551,logyard brewing,20 wetmore avenue,Kane,PA,16735.0
6553,lost tavern brewing,782 main st,Hellertown,PA,18055.0
6554,love city brewing company,1016 buttonwood st,Philadelphia,PA,19123.0
6555,lydian stone brewing company,685 york haven road,York Haven,PA,17370.0
6556,mad chef craft brewing,2023 miller rd,East Petersburg,PA,17520.0
6557,mad princes brewing,2537 bogarts tavern rd,Buckingham,PA,18902.0
6558,mad-k brewery,298 mountain top rd,Howard,PA,16841.0
6559,mainstay independent brewing company,901 n delaware ave,Philadelphia,PA,19123.0
6560,manatawny creek brewery,271 levengood rd,Douglassville,PA,19518.0
6561,manayunk brewing co & restaurant,4120 main st,Philadelphia,PA,19127.0
6562,market cross pub & brewery,113 n hanover st,Carlisle,PA,17013.0
6563,marley's brewery,1323 columbia blvd,Bloomsburg,PA,17815.0
6564,marzoni's brick oven and brewery,165 patch way rd,Duncansville,PA,16635.0
6565,mcallister brewing company,810 dickerson rd,North Wales,PA,19454.0
6566,mckenzie brew house,451 wilmington pike - w chester pike,Glen Mills,PA,19342.0
6567,mckenzie brew house (#2),240 lancaster ave,Malvern,PA,19355.0
6568,mckenzie brew house (#3),324 w swedesford rd,Berwyn,PA,19312.0
6570,mellow mink brewing,4830 carlisle pike,Mechanicsburg,PA,17050.0
6571,mexitaly brick oven brewhouse,2440 e market st,York,PA,17402.0
6572,mindful brewing company,3759 library rd,Castle Shannon,PA,15234.0
6573,miscreation brewing company,6 center sq,Hanover,PA,17331.0
6574,missing links brewery,891 evans city rd,Renfrew,PA,16053.0
6575,molly pitcher brewing co,10 e south st,Carlisle,PA,17013.0
6576,moo-duck brewery,79 s wilson ave,Elizabethtown,PA,17022.0
6577,mortals key brewing company,4224 e lake rd,Jamestown,PA,16134.0
6578,moss mill brewing,109 pike cir ste d,Huntingdon Valley,PA,19006.0
6579,mount gretna craft brewery,2701 horseshoe pike,Palmyra,PA,17078.0
6580,mountain view brewing company,2332 walters rd,Stroudsburg,PA,18360.0
6581,mudhook brewing co,34 n cherry ln,York,PA,17401.0
6582,naked brewing co,51 buck rd,Huntingdon Valley,PA,19006.0
6584,neshaminy creek brewing co,909 ray ave,Croydon,PA,19021.0
6585,new crescent brewing co.,229 main st.,Irwin,PA,15642.0
6586,new trail brewing company,240 arch st bldg 18,Williamsport,PA,17701.0
6588,nimble hill brewing co,3971 sr 6,Tunkhannock,PA,18657.0
6589,noble stein brewing co.,1170-g wayne avenue,Indiana,PA,15701.0
6590,north country brewing co. llc,141 s main st,Slippery Rock,PA,16057.0
6591,north country canning co,111 arrowhead dr ste b,Slippery Rock,PA,16057.0
6592,oakbrook brewing company,628 park ave,Reading,PA,19611.0
6593,old forge brewing co,401 railroad st ste 104,Danville,PA,17821.0
6595,olde bedford brewing company,109 railroad st,Bedford,PA,15522.0
6596,orr's brewing company,109 s franklin st,Titusville,PA,16354.0
6597,ottos pub & brewery,2235 n atherton st,State College,PA,16803.0
6598,pennsylvania brewing co,800 vinial st,Pittsburgh,PA,15212.0
6600,petrucci brothers brewing co,911 5th ave,New Brighton,PA,15066.0
6601,philadelphia brewing co,2423 amber st,Philadelphia,PA,19125.0
6602,pig iron brewing co,40 e front st,Marietta,PA,17547.0
6604,pittsburgh brewing co,3340 liberty ave,Pittsburgh,PA,15201.0
6605,pizza boy brewing co,2240 millennium way,Enola,PA,17025.0
6606,pocono brewery company,2092 route 611,Swiftwater,PA,18370.0
6607,point breeze brewing,1225 s 28th st,Philadelphia,PA,19146.0
6608,pottstown united brewing co,251 e high street,Pottstown,PA,19464.0
6609,pour mans brewing company,284 s reading road,Ephrata,PA,17522.0
6611,quinn brewing company,3000 commerce loop ste 3200,Irwin,PA,15642.0
6612,race street brew works,511 spruce st ste 2,Clearfield,PA,16830.0
6613,railroad city brewing company,1415 11th ave ste 1,Altoona,PA,16601.0
6614,rebel hill brewing company,420 schuylkill rd suite 100,Phoenixville,PA,19460.0
6615,reclamation brewing company,221 s main st,Butler,PA,16001.0
6616,recon brewing,1747 n main st ext,Butler,PA,16001.0
6617,revere brewery,1313 e broad st,Tamaqua,PA,18252.0
6618,riepstines pub,913 arch st,Williamsport,PA,17701.0
6619,ritter brewing company llc,449 gino merli dr,Peckville,PA,18452.0
6620,river bend hop farm and brewery,1800 lower bailey rd,Newport,PA,17074.0
6622,rock bottom brewery - pittsburgh,171 e bridge st,Homestead,PA,15120.0
6623,rock god brewing company,459 rooney ave,Danville,PA,17821.0
6626,rooney's beer company,800 vinial st ste b204,Pittsburgh,PA,15212.0
6627,root down brewing company,1 n main st,Phoenixville,PA,19460.0
6628,rotunda brewing,245 w main st,Annville,PA,17003.0
6629,round guys brewing co,324 w main st,Lansdale,PA,19446.0
6630,roundabout brewery,4901 butler st,Pittsburgh,PA,15201.0
6632,roy pitz brewing co,140 n 3rd st,Chambersburg,PA,17201.0
6633,rumspringa brewing co,3174 old philadelphia pike,Bird In Hand,PA,17505.0
6634,rusty gold brewing,43 w pike st,Canonsburg,PA,15317.0
6635,rusty rail brewing,5 n 8th st ste 1,Mifflinburg,PA,17844.0
6636,sacred vice brewing,3233 amber st,Philadelphia,PA,19134.0
6638,saint benjamin brewing co,1710 n 5th st,Philadelphia,PA,19122.0
6639,saint boniface craft brewing co,1701 w main st,Ephrata,PA,17522.0
6640,salmon pants brewery,100 e susquehanna st,Allentown,PA,18103.0
6641,samuel adams pennsylvania brewing co,7880 penn dr,Breinigsville,PA,18031.0
6642,saucony creek brewing company,15032 kutztown rd,Kutztown,PA,19530.0
6643,schaylor brewing company,2390 lancaster pike,Reading,PA,19607.0
6644,second district brewing co.,1939 s. bancroft st.,Philadelphia,PA,19145.0
6646,selins grove brewing co,119 n market st,Selinsgrove,PA,17870.0
6647,separatist beer project,1247 simon blvd ste n108,Easton,PA,18042.0
6648,shawneecraft brewery,100 shawnee inn drive,Shawnee on Delaware,PA,18356.0
6649,short bus brew house,156 wilt rd,Mc Clure,PA,17841.0
6650,shubrew taproom,733 spring st,Harmony,PA,16037.0
6651,"shubrew, llc",210 s main st,Zelienople,PA,16063.0
6652,shy bear brewing,35 meadowbrook ln,Lewistown,PA,17044.0
6653,sly fox brewhouse and eatery,520 kimberton rd pikeland village square,Phoenixville,PA,19460.0
6654,sly fox brewing co,331 circle of progress dr,Pottstown,PA,19464.0
6655,snitz creek brewery,7 n 9th st,Lebanon,PA,17046.0
6657,something wicked brewing company,34 broadway ste 200,Hanover,PA,17331.0
6658,south county brewing co,104 mill st,Fawn Grove,PA,17321.0
6660,spigot brewing,931 4th ave,Ford City,PA,16226.0
6661,spoonwood brewing company,5981 baptist rd,Pittsburgh,PA,15236.0
6662,sprague farm and brew works,22043 us highway 6 and 19,Venango,PA,16440.0
6663,spring gate brewery,5790 devonshire rd,Harrisburg,PA,17112.0
6664,spring hill brewing,1958 varley st,Pittsburgh,PA,15212.0
6665,spring house brewery,209 hazel st,Lancaster,PA,17603.0
6667,stable 12 brewing company,368 bridge st,Phoenixville,PA,19460.0
6668,stargazer brewing company,1901 west strasburg road,Coatesville,PA,19320.0
6670,steel city coffeehouse & brewery,203 bridge st,Phoenixville,PA,19460.0
6671,sterling pig brewery,609 w state st,Media,PA,19063.0
6672,stick city brewing company,109 irvine st,Mars,PA,16046.0
6673,stickman brews,326 n lewis rd # 240,Royersford,PA,19468.0
6674,stoker's brewing company,36 mauch chunk st,Tamaqua,PA,18252.0
6675,stolen sun brewing co,342 n pottstown pike ste b,Exton,PA,19341.0
6676,stone bridge brewing company,104 franklin st,Johnstown,PA,15901.0
6677,stony run brew house,3605 e market st,York,PA,17402.0
6678,stoudts brewing co, rt. 272 2800 north reading road,Adamstown,PA,19501.0
6679,strange roots experimental ales,501 e ohio st,Pittsburgh,PA,15209.0
6681,straub brewery,303 sorg st,Saint Marys,PA,15857.0
6682,suburban brewing co,2536 conestoga ave,Honey Brook,PA,19344.0
6684,susquehanna brewing co,635 s main st,Pittston,PA,18640.0
